Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt
650,535331,22-Dec-16,221216,4655
651,15316,23-Dec-16,231216,15316
652,NE115653,13-Dec-16,131216,271310
653,NE115223,13-Dec-16,131216,1201130
654,NE115155,13-Dec-16,131216,98260
655,NT115384,13-Dec-16,131216,10700
656,593577,21-Dec-16,211216,195
657,593359,03-Dec-16,31216,140
658,593321,22-Dec-16,221216,20200
659,593322,22-Dec-16,221216,25090
660,593323,22-Dec-16,221216,22580
661,NE120389,19-Dec-16,191216,617310
662,593316,13-Dec-16,131216,21530
663,44210,06-Dec-16,61216,1230
664,4306,06-Dec-16,61216,4306
665,NE123394,22-Dec-16,221216,223610
666,NE123528,22-Dec-16,221216,223610
667,945233,13-Dec-16,131216,460000
668,11721,21-Dec-16,211216,11721
669,NT112088,08-Dec-16,81216,5250
670,583551,06-Dec-16,61216,3455
671,438808,09-Dec-16,91216,42627
672,A368749,09-Dec-16,91216,1565
673,593368,15-Dec-16,151216,120
674,44224,15-Dec-16,151216,240
675,593371,15-Dec-16,151216,45
676,A521830,21-Dec-16,211216,4045
677,A338882,19-Dec-16,191216,1695910
678,B338882,19-Dec-16,191216,1355104
679,C338884,19-Dec-16,191216,42208
680,337547,19-Dec-16,191216,1170
681,493281,23-Dec-16,231216,720
682,437911,09-Dec-16,91216,2860
683,437912,09-Dec-16,91216,20960
684,765560,17-Dec-16,171216,5455
685,577971,16-Dec-16,161216,1495
686,765558,16-Dec-16,161216,7700
687,NT120759,19-Dec-16,191216,2140
688,NE120764,19-Dec-16,191216,27320
689,437917,15-Dec-16,151216,3535
690,437918,15-Dec-16,151216,69380
691,584893,23-Dec-16,231216,2140
692,3300,15-Dec-16,151216,3300
693,577409,06-Dec-16,61216,3186
694,577617,08-Dec-16,81216,3350
695,651289,23-Dec-16,231216,2885
696,535333,23-Dec-16,231216,6180
697,765567,22-Dec-16,221216,4780
698,765562,17-Dec-16,171216,4365
699,584513,15-Dec-16,151216,3250
700,583654,15-Dec-16,151216,2215
701,584904,15-Dec-16,151216,2060
702,584338,15-Dec-16,151216,4310
703,IKOC5853191,03-Dec-16,31216,346874
704,NT107039,03-Dec-16,31216,500
705,593312,08-Dec-16,81216,15865
706,593313,08-Dec-16,81216,28195
707,44332,08-Dec-16,81216,300
708,577500,16-Dec-16,161216,480
709,765551,13-Dec-16,131216,6060
710,765552,13-Dec-16,131216,4660
711,593365,09-Dec-16,91216,230
712,A369397,13-Dec-16,131216,12875
713,438807,08-Dec-16,81216,37735
714,A327752,21-Dec-16,211216,143483
715,438816,21-Dec-16,211216,31220
716,584402,09-Dec-16,91216,2866
717,583693,09-Dec-16,91216,2110
718,65129,09-Dec-16,91216,4550
719,593209,09-Dec-16,91216,1040
720,8640,09-Dec-16,91216,8640
721,11505,09-Dec-16,91216,11505
722,2450,19-Dec-16,191216,2450
723,NE114087,13-Dec-16,131216,232920
724,542790,04-Jan-17,40117,2455
725,542791,04-Jan-17,40117,1105
726,107233,03-Dec-16,31216,1075
727,593373,17-Dec-16,171216,100
728,NT122372,21-Dec-16,211216,2500
729,NE122724,21-Dec-16,211216,226880
730,593326,23-Dec-16,231216,14380
731,593325,23-Dec-16,231216,22241
732,577613,03-Dec-16,31216,2000
733,577614,03-Dec-16,31216,385
734,A514355,03-Dec-16,31216,72000
735,25380,03-Dec-16,31216,25380
736,19990,03-Dec-16,31216,19990
737,44333,03-Dec-16,31216,580
738,338553,16-Dec-16,161216,13130
739,74111,16-Dec-16,161216,535
740,NE114955,13-Dec-16,131216,98260
741,765555,15-Dec-16,151216,5670
742,NT117874,15-Dec-16,151216,10000
743,A328981,15-Dec-16,151216,294645
744,437910,08-Dec-16,81216,20645
745,593278,21-Dec-16,211216,22405
746,535328,20-Dec-16,201216,3825
747,438811,15-Dec-16,151216,90935
748,A962336,20-Dec-16,201216,414577
749,2875,16-Dec-16,161216,2875
750,14862,16-Dec-16,161216,14862
751,A202203,16-Dec-16,161216,50000
752,A413322,09-Dec-16,91216,45485
753,577618,09-Dec-16,91216,3830
754,A371068,14-Dec-16,141216,1495
755,A370217,09-Dec-16,91216,3741
756,593314,09-Dec-16,91216,24810
757,593315,09-Dec-16,91216,19170
758,C,09-Dec-16,91216,3210
759,16399,20-Dec-16,201216,16399
760,593319,20-Dec-16,201216,20670
761,593318,20-Dec-16,201216,22955
762,593205,08-Dec-16,81216,1575
763,593206,08-Dec-16,81216,555
764,NE121587,20-Dec-16,201216,206170
765,NT121171,20-Dec-16,201216,2500
766,NT121952,20-Dec-16,201216,2500
767,NT121775,20-Dec-16,201216,2500
768,NE121143,20-Dec-16,201216,286500
769,IGAAKAXJQ0,09-Dec-16,91216,117660
770,IGAAKBKEN9,09-Dec-16,91216,191910
771,583938,17-Dec-16,171216,1735
772,NT131412,01-Jan-17,10117,2140
773,NE131414,01-Jan-17,10117,13010
774,587189,06-Dec-16,61216,1015
775,593361,06-Dec-16,61216,170
776,357441,19-Dec-16,191216,325
777,765563,19-Dec-16,191216,4890
778,651252,15-Dec-16,151216,10455
779,593317,14-Dec-16,141216,18080
780,NT118902,16-Dec-16,161216,10700
781,NE118202,16-Dec-16,161216,990100
782,437920,16-Dec-16,161216,28180
783,437919,16-Dec-16,161216,925
784,765569,23-Dec-16,231216,4445
785,A370919,21-Dec-16,211216,4240
786,A338893,21-Dec-16,211216,1400000
787,40971,21-Dec-16,211216,4320
788,338374,21-Dec-16,211216,3290
789,337974,21-Dec-16,211216,3765
790,535330,21-Dec-16,211216,5295
791,535329,21-Dec-16,211216,5185
792,D,09-Dec-16,91216,3210
793,E,09-Dec-16,91216,3210
794,F,09-Dec-16,91216,3210
795,G,09-Dec-16,91216,3210
796,H,09-Dec-16,91216,3210
797,I,09-Dec-16,91216,3210
798,J,09-Dec-16,91216,3210
799,K,09-Dec-16,91216,3210
800,L,09-Dec-16,91216,3210
801,69021,06-Dec-16,61216,65890
802,765553,14-Dec-16,141216,6130
803,44342,09-Dec-16,91216,370
804,A369373,14-Dec-16,141216,9670
805,765526,21-Dec-16,211216,335
806,593203,03-Dec-16,31216,1505
807,338185,03-Dec-16,31216,6090
808,338207,03-Dec-16,31216,4275
809,577406,03-Dec-16,31216,7325
810,765564,19-Dec-16,191216,5370
811,A449158,19-Dec-16,191216,225
812,NT114514,13-Dec-16,131216,3210
813,NE114535,13-Dec-16,131216,98260
814,NT114539,13-Dec-16,131216,5750
815,NE114613,13-Dec-16,131216,158890
816,NT114677,13-Dec-16,131216,5000
817,593310,06-Dec-16,61216,18210
818,593311,06-Dec-16,61216,27670
819,NT106544,02-Dec-16,21216,2500
820,NT106447,02-Dec-16,21216,2500
821,535350,07-Jan-17,70117,3915
822,593300,04-Jan-17,40117,21785
823,44238,26-Dec-16,261216,1100
824,765570,26-Dec-16,261216,5090
825,679367,27-Dec-16,271216,544856
826,15692,13-Jan-17,130117,15692
827,161667,31-Dec-16,311216,161667
828,2140,31-Dec-16,311216,2140
829,A2140,31-Dec-16,311216,2140
830,NT137041,09-Jan-17,90117,3150
831,NE137043,09-Jan-17,90117,44850
832,NTE136125,07-Jan-17,70117,190170
833,NT135896,07-Jan-17,70117,2500
834,NT136208,07-Jan-17,70117,26750
835,412937,30-Dec-16,301216,5000
836,D2500,01-Jan-17,10117,2500
837,61110,01-Jan-17,10117,61110
838,E2500,01-Jan-17,10117,2500
839,F2500,01-Jan-17,10117,2500
840,G2500,01-Jan-17,10117,2500
841,H2500,01-Jan-17,10117,2500
842,472,01-Jan-17,10117,472
843,I2500,01-Jan-17,10117,2500
844,50160,01-Jan-17,10117,50160
845,A50160,01-Jan-17,10117,50160
846,A61110,01-Jan-17,10117,61110
847,J2500,01-Jan-17,10117,2500
848,K2500,01-Jan-17,10117,2500
849,L2500,01-Jan-17,10117,2500
850,M2500,01-Jan-17,10117,2500
851,N2500,01-Jan-17,10117,2500
852,O2500,01-Jan-17,10117,2500
853,P2500,01-Jan-17,10117,2500
854,Q2500,01-Jan-17,10117,2500
855,NE138585,11-Jan-17,110117,6425660
856,NT138885,11-Jan-17,110117,10500
857,NE138886,11-Jan-17,110117,294170
858,44360,13-Jan-17,130117,445
859,542788,01-Jan-17,10117,1385
860,337608,31-Dec-16,311216,1620
861,4700,31-Dec-16,311216,4700
862,37193,05-Jan-17,50117,1040
863,542792,05-Jan-17,50117,560
864,11088,09-Jan-17,90117,11088
865,542785,29-Dec-16,291216,3360
866,573638,29-Dec-16,291216,700
867,765574,29-Dec-16,291216,4055
868,A338923,10-Jan-17,100117,847972
869,452581,10-Jan-17,100117,825
870,4945,10-Jan-17,100117,4945
871,357523,27-Dec-16,271216,20150
872,535334,26-Dec-16,261216,4090
873,765529,26-Dec-16,261216,4585
874,D028586,12-Jan-17,120117,253465
875,14933,30-Dec-16,301216,14933
876,259462,04-Jan-17,40117,352467
877,NE130699,31-Dec-16,311216,28930
878,NT130403,31-Dec-16,311216,10500
879,NE130405,31-Dec-16,311216,254800
880,NE125761,26-Dec-16,261216,165670
881,NT126163,26-Dec-16,261216,3210
882,NE126214,26-Dec-16,261216,74510
883,NT126087,26-Dec-16,261216,10700
884,NE126089,26-Dec-16,261216,271620
885,535348,05-Jan-17,50117,4200
886,535335,27-Dec-16,271216,2910
887,NE128622,29-Dec-16,291216,41950
888,11427,01-Jan-17,10117,11427
889,2500,01-Jan-17,10117,2500
890,A2500,01-Jan-17,10117,2500
891,B2500,01-Jan-17,10117,2500
892,C2500,01-Jan-17,10117,2500
893,535840,31-Dec-16,311216,1495
894,765575,31-Dec-16,311216,3575
895,NT132706,04-Jan-17,40117,10700
896,NT131810,03-Jan-17,30117,3210
897,NE131882,03-Jan-17,30117,524770
898,NT137727,10-Jan-17,100117,5250
899,NE137733,10-Jan-17,100117,105520
900,NT137969,10-Jan-17,100117,3150
901,NT137984,10-Jan-17,100117,3150
902,NT137716,10-Jan-17,100117,1500
903,NT137330,10-Jan-17,100117,1500
904,NE137762,10-Jan-17,100117,110510
905,NT137271,10-Jan-17,100117,2500
906,765530,27-Dec-16,271216,2930
907,NT139621,12-Jan-17,120117,5250
908,NE139626,12-Jan-17,120117,110510
909,A338922,12-Jan-17,120117,500000
910,B338922,12-Jan-17,120117,500000
911,C338922,12-Jan-17,120117,500000
912,3355,09-Jan-17,90117,3355
913,5075,11-Jan-17,110117,5075
914,NE127320,27-Dec-16,271216,143770
915,NT126995,27-Dec-16,271216,2500
916,NT126669,27-Dec-16,271216,2140
917,NT127010,27-Dec-16,271216,2500
918,NT127147,27-Dec-16,271216,3210
919,NE127153,27-Dec-16,271216,59770
920,NT127069,27-Dec-16,271216,2500
921,NT127071,27-Dec-16,271216,5000
922,NT126667,27-Dec-16,271216,3150
923,NE126682,27-Dec-16,271216,74640
924,137609,04-Jan-17,40117,1495
925,542592,04-Jan-17,40117,210
926,4110,04-Jan-17,40117,4110
927,2647,04-Jan-17,40117,2647
928,NT134390,05-Jan-17,50117,2500
929,NT133835,05-Jan-17,50117,150000
930,NT128654,29-Dec-16,291216,3210
931,NE128849,29-Dec-16,291216,74510
932,NT129084,29-Dec-16,291216,2100
933,NE129089,29-Dec-16,291216,29900
934,20377,12-Jan-17,120117,20377
935,AA2500,12-Jan-17,120117,2500
936,AB2500,12-Jan-17,120117,2500
937,IKOC5935623,09-Jan-17,90117,60795
938,IKOC5935615,09-Jan-17,90117,60795
939,NT136523,09-Jan-17,90117,2500
940,NT136381,09-Jan-17,90117,10500
941,NE136384,09-Jan-17,90117,426060
942,NT136516,09-Jan-17,90117,1500
943,NT136425,09-Jan-17,90117,2500
944,NE136345,09-Jan-17,90117,61680
945,NE136352,09-Jan-17,90117,41120
946,767212,29-Dec-16,291216,1941
947,A338901,29-Dec-16,291216,698180
948,651248,29-Dec-16,291216,2055
949,A370868,05-Jan-17,50117,161750
950,NE133837,05-Jan-17,50117,116620
951,NE133905,05-Jan-17,50117,376680
952,NT133733,05-Jan-17,50117,3210
953,NE133734,05-Jan-17,50117,60010
954,NT134088,05-Jan-17,50117,10700
955,NE134127,05-Jan-17,50117,381680
956,NE134150,05-Jan-17,50117,271620
957,NE131778,03-Jan-17,30117,12530
958,NT131771,03-Jan-17,30117,2140
959,679276,26-Dec-16,261216,787302
960,NE133180,04-Jan-17,40117,60010
961,NE133424,04-Jan-17,40117,5000
962,NE133692,04-Jan-17,40117,5000
963,NE126269,26-Dec-16,261216,75130
964,NE126239,26-Dec-16,261216,102530
965,767214,31-Dec-16,311216,930
966,85496,29-Dec-16,291216,555740
967,G,10-Jan-17,100117,300723
968,767219,05-Jan-17,50117,500
969,4420,03-Jan-17,30117,4420
970,767221,07-Jan-17,70117,500
971,B5000,11-Jan-17,110117,5000
972,C5000,11-Jan-17,110117,5000
973,D5000,11-Jan-17,110117,5000
974,E5000,11-Jan-17,110117,5000
975,H,11-Jan-17,110117,2500
976,I,11-Jan-17,110117,2500
977,85250,10-Jan-17,100117,1710
978,3240167,26-Dec-16,261216,5910
979,20408,26-Dec-16,261216,20408
980,16677,13-Jan-17,130117,850
981,N40994,29-Dec-16,291216,1930
982,535341,29-Dec-16,291216,4995
983,765531,29-Dec-16,291216,867
984,765533,29-Dec-16,291216,2655
985,J,11-Jan-17,110117,2500
986,K,11-Jan-17,110117,2500
987,L,11-Jan-17,110117,2500
988,M,11-Jan-17,110117,2500
989,542798,11-Jan-17,110117,1245
990,A293605,31-Dec-16,311216,151000
991,AC2500,12-Jan-17,120117,2500
992,AD2500,12-Jan-17,120117,2500
993,AE2500,12-Jan-17,120117,2500
994,AF2500,12-Jan-17,120117,2500
995,AG2500,12-Jan-17,120117,2500
996,AH2500,12-Jan-17,120117,2500
997,AI2500,12-Jan-17,120117,2500
998,5000,12-Jan-17,120117,5000
999,F5000,12-Jan-17,120117,5000
1000,G5000,12-Jan-17,120117,5000
1001,H5000,12-Jan-17,120117,5000
1002,I5000,12-Jan-17,120117,5000
1003,J5000,12-Jan-17,120117,5000
1004,K5000,12-Jan-17,120117,5000
1005,L5000,12-Jan-17,120117,5000
1006,M5000,12-Jan-17,120117,5000
1007,AJ2500,12-Jan-17,120117,2500
1008,A284444,12-Jan-17,120117,15801
1009,NT136477,09-Jan-17,90117,2500
1010,NT136531,09-Jan-17,90117,2500
1011,NT136354,09-Jan-17,90117,2500
1012,NT136359,09-Jan-17,90117,2500
1013,NT136439,09-Jan-17,90117,1500
1014,NT136571,09-Jan-17,90117,2100
1015,NE136574,09-Jan-17,90117,35850
1016,NT129776,30-Dec-16,301216,2500
1017,NT130143,30-Dec-16,301216,1500
1018,NT130119,30-Dec-16,301216,1500
1019,NT130079,30-Dec-16,301216,2500
1020,NT129885,30-Dec-16,301216,3210
1021,NE129913,30-Dec-16,301216,88630
1022,NT130191,30-Dec-16,301216,2500
1023,NT130366,30-Dec-16,301216,10500
1024,NE130368,30-Dec-16,301216,254800
1025,AK2500,12-Jan-17,120117,2500
1026,AL2500,12-Jan-17,120117,2500
1027,AM2500,12-Jan-17,120117,2500
1028,AN2500,12-Jan-17,120117,2500
1029,AO2500,12-Jan-17,120117,2500
1030,A028586,12-Jan-17,120117,158662
1031,B028586,12-Jan-17,120117,183021
1032,C028586,12-Jan-17,120117,158662
1033,4775,12-Jan-17,120117,4775
1034,A,10-Jan-17,100117,2500
1035,B,10-Jan-17,100117,2500
1036,C,10-Jan-17,100117,2500
1037,D,10-Jan-17,100117,2500
1038,E,10-Jan-17,100117,2500
1039,A328994,29-Dec-16,291216,157193
1040,23376,29-Dec-16,291216,23376
1041,A442817,31-Jan-17,310117,14515
1042,38152,18-Jan-17,180117,50585
1043,A329263,20-Jan-17,200117,116702
1044,NT147390,23-Jan-17,230117,3150
1045,5590,13-Jan-17,130117,5590
1046,535282,20-Jan-17,200117,1450
1047,535285,20-Jan-17,200117,1440
1048,535277,20-Jan-17,200117,11690
1049,816751,01-Feb-17,10217,415
1050,14570,17-Jan-17,170117,14570
1051,NE140921,16-Jan-17,160117,636900
1052,NT142627,17-Jan-17,170117,1500
1053,NT142436,17-Jan-17,170117,3210
1054,NE142453,17-Jan-17,170117,89270
1055,NE142905,17-Jan-17,170117,62430
1056,NT141989,17-Jan-17,170117,500
1057,NE142046,17-Jan-17,170117,3400
1058,961495,31-Jan-17,310117,158160
1059,767084,31-Jan-17,310117,4800
1060,20126,18-Jan-17,180117,20126
1061,IKOC5980818,30-Jan-17,300117,1854561
1062,IKOC5980828,30-Jan-17,300117,3469598
1063,NE151747,30-Jan-17,300117,417320
1064,NE152738,30-Jan-17,300117,1082280
1065,NE152896,30-Jan-17,300117,12800
1066,NT152875,30-Jan-17,300117,500
1067,NE153121,30-Jan-17,300117,48360
1068,NT153120,30-Jan-17,300117,3150
1069,NT140346,13-Jan-17,130117,2100
1070,NE140349,13-Jan-17,130117,36500
1071,NT140403,13-Jan-17,130117,2140
1072,NE140412,13-Jan-17,130117,22770
1073,NT140305,13-Jan-17,130117,2500
1074,NE140314,13-Jan-17,130117,636900
1075,A338932,20-Jan-17,200117,1582849
1076,5745,20-Jan-17,200117,5745
1077,NE145371,20-Jan-17,200117,133910
1078,NE144973,20-Jan-17,200117,26700
1079,NT145100,20-Jan-17,200117,1500
1080,541548,27-Jan-17,270117,1155
1081,816270,31-Jan-17,310117,2230
1082,NE153085,30-Jan-17,300117,57040
1083,NT153084,30-Jan-17,300117,3210
1084,NE153035,30-Jan-17,300117,48360
1085,NT152470,30-Jan-17,300117,3150
1086,NE152997,30-Jan-17,300117,190240
1087,IKOC5983297,30-Jan-17,300117,2151756
1088,IKOC5985682,30-Jan-17,300117,814281
1089,IKOC5986647,30-Jan-17,300117,545447
1090,28553,19-Jan-17,190117,28553
1091,27,19-Jan-17,190117,2500
1092,28,19-Jan-17,190117,2500
1093,29,19-Jan-17,190117,2500
1094,30,19-Jan-17,190117,2500
1095,31,19-Jan-17,190117,2500
1096,32,19-Jan-17,190117,2500
1097,816585,19-Jan-17,190117,1445
1098,816009,20-Jan-17,200117,695
1099,535018,25-Jan-17,250117,5840
1100,535017,25-Jan-17,250117,27555
1101,NT141351,16-Jan-17,160117,10000
1102,NT141431,16-Jan-17,160117,500
1103,NT141305,16-Jan-17,160117,2500
1104,NT141347,16-Jan-17,160117,3210
1105,NE141454,16-Jan-17,160117,43480
1106,24582,16-Jan-17,160117,576997
1107,IKOC5987949,31-Jan-17,310117,988255
1108,767085,01-Feb-17,10217,9500
1109,IGAAQCGDS7,18-Jan-17,180117,111976
1110,IGAAQCHNF6,18-Jan-17,180117,78194
1111,NT153573,31-Jan-17,310117,3150
1112,NE153577,31-Jan-17,310117,84190
1113,NE153691,31-Jan-17,310117,132360
1114,NE153715,31-Jan-17,310117,84190
1115,NE153834,31-Jan-17,310117,222760
1116,NT154631,31-Jan-17,310117,500
1117,NE153616,31-Jan-17,310117,55730
1118,NE154153,31-Jan-17,310117,5300
1119,A573911,27-Jan-17,270117,71868
1120,B573911,27-Jan-17,270117,70044
1121,C573911,27-Jan-17,270117,263000
1122,D573911,27-Jan-17,270117,227500
1123,E573911,27-Jan-17,270117,123333
1124,F573911,27-Jan-17,270117,52002
1125,G573911,27-Jan-17,270117,55768
1126,POSO70117,27-Jan-17,270117,1430
1127,NT154435,31-Jan-17,310117,5000
1128,NE153719,31-Jan-17,310117,1082280
1129,IGAASAHWB7,31-Jan-17,310117,130538
1130,IGAASAQQM5,31-Jan-17,310117,246296
1131,A573850,30-Jan-17,300117,2500
1132,B573850,30-Jan-17,300117,2500
1133,C573850,30-Jan-17,300117,2500
1134,D573850,30-Jan-17,300117,2500
1135,E573850,30-Jan-17,300117,2500
1136,F573850,30-Jan-17,300117,2500
1137,A583848,30-Jan-17,300117,2500
1138,B573848,30-Jan-17,300117,2500
1139,C573848,30-Jan-17,300117,5000
1140,14657,16-Jan-17,160117,14657
1141,16698,24-Jan-17,240117,16698
1142,767080,24-Jan-17,240117,7875
1143,NE153338,30-Jan-17,300117,92160
1144,NT153305,30-Jan-17,300117,2140
1145,NT153307,30-Jan-17,300117,2140
1146,NT153177,30-Jan-17,300117,3210
1147,NE153179,30-Jan-17,300117,62640
1148,NE153161,30-Jan-17,300117,92160
1149,IKOC5964179,21-Jan-17,210117,1246313
1150,IKOC5963747,21-Jan-17,210117,77780
1151,A463148,30-Jan-17,300117,61601
1152,252037,25-Jan-17,250117,40000
1153,535021,31-Jan-17,310117,5120
1154,2807669,31-Jan-17,310117,685
1155,IKOC5963626,21-Jan-17,210117,60795
1156,NE145597,21-Jan-17,210117,80290
1157,NT145569,21-Jan-17,210117,3150
1158,NT145776,21-Jan-17,210117,2140
1159,A338936,23-Jan-17,230117,363710
1160,IKOC5966549,23-Jan-17,230117,1740587
1161,D573848,30-Jan-17,300117,2500
1162,E573848,30-Jan-17,300117,2500
1163,F573848,30-Jan-17,300117,5000
1164,G573848,30-Jan-17,300117,2500
1165,H573848,30-Jan-17,300117,2500
1166,816368,30-Jan-17,300117,1120
1167,1,17-Jan-17,170117,2500
1168,2,17-Jan-17,170117,2500
1169,4,17-Jan-17,170117,2500
1170,5,17-Jan-17,170117,2500
1171,6,17-Jan-17,170117,2500
1172,7,17-Jan-17,170117,2500
1173,8,17-Jan-17,170117,2500
1174,9,17-Jan-17,170117,2500
1175,10,17-Jan-17,170117,2500
1176,IKOC5975998,27-Jan-17,270117,338320
1177,535015,24-Jan-17,240117,3740
1178,NT143313,18-Jan-17,180117,500
1179,NT143241,18-Jan-17,180117,500
1180,NT143081,18-Jan-17,180117,5250
1181,NE143082,18-Jan-17,180117,133620
1182,11737,18-Jan-17,180117,11737
1183,9285,18-Jan-17,180117,9285
1184,6495,18-Jan-17,180117,6495
1185,816272,01-Feb-17,10217,3810
1186,816016,30-Jan-17,300117,500
1187,90695,30-Jan-17,300117,90695
1188,IKOC5972371,24-Jan-17,240117,492217
1189,NT148196,24-Jan-17,240117,3150
1190,NE148202,24-Jan-17,240117,84190
1191,NT147726,24-Jan-17,240117,10000
1192,NE147734,24-Jan-17,240117,417320
1193,NE147403,24-Jan-17,240117,75570
1194,35,20-Jan-17,200117,2500
1195,36,20-Jan-17,200117,2500
1196,37,20-Jan-17,200117,5000
1197,38,20-Jan-17,200117,2500
1198,39,20-Jan-17,200117,2500
1199,40,20-Jan-17,200117,5000
1200,41,20-Jan-17,200117,5000
1201,42,20-Jan-17,200117,5000
1202,43,20-Jan-17,200117,2500
1203,44,20-Jan-17,200117,2500
1204,45,20-Jan-17,200117,5350
1205,46,20-Jan-17,200117,2500
1206,47,20-Jan-17,200117,2500
1207,48,20-Jan-17,200117,2500
1208,49,20-Jan-17,200117,5000
1209,50,20-Jan-17,200117,2500
1210,51,20-Jan-17,200117,2500
1211,52,20-Jan-17,200117,2500
1212,53,20-Jan-17,200117,2500
1213,535020,30-Jan-17,300117,6345
1214,11,18-Jan-17,180117,2500
1215,12,18-Jan-17,180117,2500
1216,13,18-Jan-17,180117,2500
1217,14,18-Jan-17,180117,2500
1218,15,18-Jan-17,180117,5000
1219,16,18-Jan-17,180117,2500
1220,17,18-Jan-17,180117,2500
1221,18,18-Jan-17,180117,2500
1222,19,18-Jan-17,180117,2500
1223,20,18-Jan-17,180117,2500
1224,21,18-Jan-17,180117,2500
1225,22,18-Jan-17,180117,2500
1226,23,18-Jan-17,180117,2500
1227,24,18-Jan-17,180117,5000
1228,NT151109,27-Jan-17,270117,10500
1229,NT151187,27-Jan-17,270117,10500
1230,344275,21-Jan-17,210117,13595
1231,NT148972,25-Jan-17,250117,5350
1232,NE149090,25-Jan-17,250117,155730
1233,NT149565,25-Jan-17,250117,500
1234,NT149613,25-Jan-17,250117,5000
1235,NE149618,25-Jan-17,250117,246950
1236,NT149411,25-Jan-17,250117,5350
1237,NE149432,25-Jan-17,250117,193120
1238,A862913,31-Jan-17,310117,4855
1239,816961,10-Feb-17,100217,4770
1240,NE150041,27-Jan-17,270117,193120
1241,535286,24-Jan-17,240117,1735
1242,535287,24-Jan-17,240117,980
1243,A514265,25-Jan-17,250117,4545
1244,A338944,27-Jan-17,270117,7838
1245,B338944,27-Jan-17,270117,6270
1246,NT149536,25-Jan-17,250117,5350
1247,NE149545,25-Jan-17,250117,225890
1248,NT149623,25-Jan-17,250117,2140
1249,NE149661,25-Jan-17,250117,18000
1250,NT148882,25-Jan-17,250117,5350
1251,NE148895,25-Jan-17,250117,155730
1252,NT150534,27-Jan-17,270117,1500
1253,NE150285,27-Jan-17,270117,193120
1254,IKOC5985282,23-Jan-17,230117,473197
1255,NT146824,23-Jan-17,230117,3150
1256,POSO50117,24-Jan-17,240117,2570
1257,816590,25-Jan-17,250117,245
1258,816591,25-Jan-17,250117,685
1259,250,01-Feb-17,10217,250
1260,A292213,19-Jan-17,190117,10
1261,54,21-Jan-17,210117,2500
1262,55,21-Jan-17,210117,2500
1263,56,21-Jan-17,210117,2500
1264,57,21-Jan-17,210117,2500
1265,58,21-Jan-17,210117,2500
1266,59,21-Jan-17,210117,2500
1267,60,21-Jan-17,210117,5000
1268,1055,17-Jan-17,170117,1055
1269,455,17-Jan-17,170117,455
1270,167481,01-Feb-17,10217,380
1271,A40,24-Jan-17,240117,40
1272,535007,16-Jan-17,160117,4730
1273,IKOC5960602,19-Jan-17,190117,1793645
1274,NT144118,19-Jan-17,190117,5250
1275,NE144197,19-Jan-17,190117,306620
1276,374993,15-Feb-17,150217,130
1277,IKOC6035829,20-Feb-17,200217,2035585
1278,546202,20-Feb-17,200217,1525
1279,689451,20-Feb-17,200217,171988
1280,577318,22-Feb-17,220217,8180
1281,A512285,20-Feb-17,200217,13020
1282,10305,20-Feb-17,200217,10305
1283,12010,20-Feb-17,200217,12010
1284,12315,20-Feb-17,200217,12315
1285,11190,20-Feb-17,200217,11190
1286,841881,20-Feb-17,200217,8556
1287,816951,04-Feb-17,40217,1525
1288,IKOC5993214,02-Feb-17,20217,1865045
1289,NE156318,02-Feb-17,20217,31220
1290,NT156060,02-Feb-17,20217,5250
1291,NE156061,02-Feb-17,20217,145940
1292,535524,23-Feb-17,230217,5180
1293,784451,14-Feb-17,140217,69356
