Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt
37506,999571,26-Feb-20,260220,210
37507,999570,26-Feb-20,260220,250
37508,999572,26-Feb-20,260220,55
37509,977866,26-Feb-20,260220,38050
37510,979572,26-Feb-20,260220,1130
37511,979573,26-Feb-20,260220,1375
37512,979574,26-Feb-20,260220,740
37513,979575,26-Feb-20,260220,1080
37514,964406,26-Feb-20,260220,345
37515,964407,26-Feb-20,260220,260
37516,964408,26-Feb-20,260220,625
37517,964409,26-Feb-20,260220,235
37518,967495,26-Feb-20,260220,161940
37519,967494,26-Feb-20,260220,230205
37520,31963,20-Feb-20,200220,1610
37521,31962,20-Feb-20,200220,2745
37522,40082,20-Feb-20,200220,54307
37523,40284,20-Feb-20,200220,20270
37524,3554,20-Feb-20,200220,2905
37525,59220,20-Feb-20,200220,7450
37526,59219,20-Feb-20,200220,5795
37527,59218,20-Feb-20,200220,7200
37528,122475,20-Feb-20,200220,84525
37529,979569,20-Feb-20,200220,650
37530,964403,20-Feb-20,200220,515
37531,967488,20-Feb-20,200220,216750
37532,42387,20-Feb-20,200220,3615
37533,42414,20-Feb-20,200220,21520
37534,881241,20-Feb-20,200220,425
37535,583718,20-Feb-20,200220,43270
37536,658070,20-Feb-20,200220,6180
37537,7325,20-Feb-20,200220,7325
37538,983811,20-Feb-20,200220,97672
37539,983812,20-Feb-20,200220,83480
37540,4145,20-Feb-20,200220,50725
37541,394709,25-Feb-20,250220,2415
37542,13279,25-Feb-20,250220,1410
37543,4112,25-Feb-20,250220,6060
37544,22505,25-Feb-20,250220,3240
37545,31968,25-Feb-20,250220,1055
37546,31967,25-Feb-20,250220,4165
37547,40084,25-Feb-20,250220,32500
37548,40286,25-Feb-20,250220,12933
37549,58195,25-Feb-20,250220,58195
37550,953308,25-Feb-20,250220,13415
37551,979571,25-Feb-20,250220,510
37552,967491,25-Feb-20,250220,50000
37553,964405,25-Feb-20,250220,240
37554,967493,25-Feb-20,250220,179840
37555,967497,26-Feb-20,260220,177085
37556,967496,26-Feb-20,260220,191750
37557,42392,26-Feb-20,260220,9410
37558,42391,26-Feb-20,260220,7670
37559,42420,26-Feb-20,260220,7630
37560,42419,26-Feb-20,260220,20115
37561,42418,26-Feb-20,260220,25070
37562,A42418,26-Feb-20,260220,9310
37563,42416,26-Feb-20,260220,19150
37564,13194,26-Feb-20,260220,4930
37565,473211,20-Feb-20,200220,601651
37566,589229,20-Feb-20,200220,318260
37567,491902,20-Feb-20,200220,1328045
37568,247133,20-Feb-20,200220,672174
37569,588164,20-Feb-20,200220,61135
37570,690,20-Feb-20,200220,690
37571,30303,20-Feb-20,200220,96084
37572,961223,20-Feb-20,200220,7845
37573,961237,20-Feb-20,200220,33185
37574,99665,20-Feb-20,200220,3345
37575,964193,20-Feb-20,200220,560
37576,964192,20-Feb-20,200220,855
37577,964243,20-Feb-20,200220,215
37578,964242,20-Feb-20,200220,150
37579,964138,20-Feb-20,200220,210
37580,964139,20-Feb-20,200220,210
37581,A938200,20-Feb-20,200220,299598
37582,A938199,20-Feb-20,200220,441266
37583,A708793,20-Feb-20,200220,105171
37584,31961,20-Feb-20,200220,2995
37585,31960,20-Feb-20,200220,7385
37586,40081,20-Feb-20,200220,70426
37587,40283,20-Feb-20,200220,29269
37588,50615,20-Feb-20,200220,50615
37589,42325,20-Feb-20,200220,42325
37590,712201,28-Feb-20,280220,32945
37591,12476,28-Feb-20,280220,196312
37592,964411,28-Feb-20,280220,375
37593,999576,28-Feb-20,280220,1430
37594,42422,28-Feb-20,280220,24380
37595,42395,28-Feb-20,280220,3270
37596,42394,28-Feb-20,280220,4250
37597,26495,25-Feb-20,250220,26495
37598,588165,25-Feb-20,250220,46250
37599,473213,25-Feb-20,250220,398535
37600,473212,25-Feb-20,250220,472550
37601,589230,25-Feb-20,250220,259604
37602,589231,25-Feb-20,250220,229645
37603,588166,25-Feb-20,250220,58950
37604,247134,25-Feb-20,250220,555243
37605,247135,25-Feb-20,250220,477874
37606,491903,25-Feb-20,250220,1187303
37607,491904,25-Feb-20,250220,989339
37608,22261,25-Feb-20,250220,88858
37609,265960,25-Feb-20,250220,14240
37610,13593,26-Feb-20,260220,3490
37611,13591,26-Feb-20,260220,1450
37612,13592,26-Feb-20,260220,12295
37613,13590,26-Feb-20,260220,1555
37614,13193,26-Feb-20,260220,4620
37615,13192,26-Feb-20,260220,5510
37616,13195,26-Feb-20,260220,7715
37617,85958,26-Feb-20,260220,48306
37618,A85958,26-Feb-20,260220,43302
37619,B85958,26-Feb-20,260220,34615
37620,C85958,26-Feb-20,260220,27298
37621,5988,26-Feb-20,260220,495
37622,85988,26-Feb-20,260220,860
37623,A85988,26-Feb-20,260220,860
37624,B85988,26-Feb-20,260220,5530
37625,42176,26-Feb-20,260220,120
37626,708570,30-Jan-20,300120,5280
37627,18897,30-Jan-20,300120,45170
37628,10287,30-Jan-20,300120,780
37629,10532,30-Jan-20,300120,429058
37630,10550,30-Jan-20,300120,4185
37631,953856,30-Jan-20,300120,6990
37632,10557,30-Jan-20,300120,4005
37633,993713,20-Feb-20,200220,1050
37634,993933,20-Feb-20,200220,52682
37635,1200,20-Feb-20,200220,1200
37636,A4240,20-Feb-20,200220,4240
37637,42327,20-Feb-20,200220,6895
37638,42308,20-Feb-20,200220,6640
37639,42226,20-Feb-20,200220,1300
37640,13587,20-Feb-20,200220,2415
37641,13189,20-Feb-20,200220,5660
37642,41205,20-Feb-20,200220,310
37643,42165,20-Feb-20,200220,940
37644,A42110,20-Feb-20,200220,40601
37645,IKOC9386238,20-Feb-20,200220,436323
37646,39997,28-Feb-20,280220,5330
37647,89494,28-Feb-20,280220,7610
37648,588172,28-Feb-20,280220,52560
37649,473219,28-Feb-20,280220,379920
37650,247141,28-Feb-20,280220,514241
37651,491910,28-Feb-20,280220,934995
37652,589237,28-Feb-20,280220,245708
37653,10656,28-Feb-20,280220,7115
37654,961245,28-Feb-20,280220,20133
37655,32401,28-Feb-20,280220,4970
37656,961239,25-Feb-20,250220,21181
37657,961225,25-Feb-20,250220,8000
37658,961238,25-Feb-20,250220,18270
37659,961224,25-Feb-20,250220,7042
37660,A914608,25-Feb-20,250220,984992.4
37661,490,25-Feb-20,250220,490
37662,993715,25-Feb-20,250220,820
37663,993935,25-Feb-20,250220,52733
37664,2740,25-Feb-20,250220,2740
37665,3995,25-Feb-20,250220,3995
37666,3685,25-Feb-20,250220,10016
37667,42310,25-Feb-20,250220,11720
37668,42330,25-Feb-20,250220,5030
37669,42228,25-Feb-20,250220,890
37670,13191,25-Feb-20,250220,8025
37671,13589,25-Feb-20,250220,1805
37672,A513806,30-Jan-20,300120,485308
37673,544268,30-Jan-20,300120,14295
37674,986041,30-Jan-20,300120,1163794
37675,986496,30-Jan-20,300120,764153
37676,21064,30-Jan-20,300120,306294
37677,454258,30-Jan-20,300120,122695
37678,582592,30-Jan-20,300120,123255
37679,981592,30-Jan-20,300120,2935
37680,951216,30-Jan-20,300120,54670
37681,967188,30-Jan-20,300120,24728
37682,967161,30-Jan-20,300120,23045
37683,A967189,30-Jan-20,300120,445
37684,21370,30-Jan-20,300120,3855
37685,967046,30-Jan-20,300120,105
37686,12667,30-Jan-20,300120,2635026
37687,12668,30-Jan-20,300120,87923
37688,433612,30-Jan-20,300120,109380
37689,433569,30-Jan-20,300120,45435
37690,337381,30-Jan-20,300120,4500000
37691,79876,30-Jan-20,300120,10395
37692,A79876,30-Jan-20,300120,524105
37693,11372,30-Jan-20,300120,31255
37694,993440,30-Jan-20,300120,13230
37695,21244,30-Jan-20,300120,2410
37696,10295,24-Feb-20,240220,1445
37697,10575,24-Feb-20,240220,6500
37698,45754,24-Feb-20,240220,373610
37699,31827,24-Feb-20,240220,6760
37700,131287,24-Feb-20,240220,1015
37701,131499,24-Feb-20,240220,675129
37702,46794,24-Feb-20,240220,417651
37703,582565,24-Feb-20,240220,121125
37704,951238,24-Feb-20,240220,79490
37705,21334,24-Feb-20,240220,18965
37706,21389,24-Feb-20,240220,18635
37707,12367,24-Feb-20,240220,2426298
37708,12368,24-Feb-20,240220,56468
37709,337401,24-Feb-20,240220,50000
37710,337404,24-Feb-20,240220,2040
37711,A337404,24-Feb-20,240220,457100
37712,993718,28-Feb-20,280220,545
37713,993938,28-Feb-20,280220,34015
37714,86727,28-Feb-20,280220,2045
37715,42234,28-Feb-20,280220,2385
37716,42333,28-Feb-20,280220,5200
37717,13595,28-Feb-20,280220,18730
37718,13197,28-Feb-20,280220,8670
37719,A41220,25-Feb-20,250220,32686
37720,87998,25-Feb-20,250220,500
37721,89710,26-Feb-20,260220,4216
37722,88113,30-Jan-20,300120,440
37723,840,30-Jan-20,300120,840
37724,89710,30-Jan-20,300120,1576
37725,4195,30-Jan-20,300120,39100
37726,4196,30-Jan-20,300120,54230
37727,384865,30-Jan-20,300120,32160
37728,394686,30-Jan-20,300120,2230
37729,13259,30-Jan-20,300120,2266
37730,4069,30-Jan-20,300120,4165
37731,4088,30-Jan-20,300120,3500
37732,753633,30-Jan-20,300120,885
37733,753632,30-Jan-20,300120,2385
37734,40242,30-Jan-20,300120,14467
37735,40117,30-Jan-20,300120,39151
37736,9892264,30-Jan-20,300120,4355
37737,61010,30-Jan-20,300120,61010
37738,166817,24-Feb-20,240220,126442
37739,16035,24-Feb-20,240220,3565
37740,983814,24-Feb-20,240220,98535
37741,32427,24-Feb-20,240220,1385
37742,85872,24-Feb-20,240220,7690
37743,A938175,24-Feb-20,240220,73327
37744,4149,24-Feb-20,240220,10250
37745,4148,24-Feb-20,240220,51720
37746,964141,24-Feb-20,240220,325
37747,394708,24-Feb-20,240220,3030
37748,13278,24-Feb-20,240220,1785
37749,31965,24-Feb-20,240220,3741
37750,31966,24-Feb-20,240220,1185
37751,40083,24-Feb-20,240220,34376
37752,40285,24-Feb-20,240220,15017
37753,85900,24-Feb-20,240220,85900
37754,5370,24-Feb-20,240220,5370
37755,145863,27-Feb-20,270220,62990
37756,10298,27-Feb-20,270220,1685
37757,31830,27-Feb-20,270220,5285
37758,31978,27-Feb-20,270220,3870
37759,45760,27-Feb-20,270220,366106
37760,131343,27-Feb-20,270220,50000
37761,130902,27-Feb-20,270220,875
37762,131286,27-Feb-20,270220,695128
37763,46751,27-Feb-20,270220,269570
37764,647987,27-Feb-20,270220,110183
37765,996200,27-Feb-20,270220,12890
37766,582571,27-Feb-20,270220,125021
37767,951170,27-Feb-20,270220,3165
37768,951244,27-Feb-20,270220,71645
37769,21339,27-Feb-20,270220,30895
37770,21393,27-Feb-20,270220,4335
37771,28676,27-Feb-20,270220,2355334
37772,28677,27-Feb-20,270220,80407
37773,433640,27-Feb-20,270220,98580
37774,433597,27-Feb-20,270220,75120
37775,79895,27-Feb-20,270220,496970
37776,247139,26-Feb-20,260220,381216
37777,247137,26-Feb-20,260220,419842
37778,247138,26-Feb-20,260220,462746
37779,247136,26-Feb-20,260220,532039
37780,491906,26-Feb-20,260220,1013299
37781,491905,26-Feb-20,260220,1128407
37782,491908,26-Feb-20,260220,646759
37783,491907,26-Feb-20,260220,933828
37784,588170,26-Feb-20,260220,48925
37785,588167,26-Feb-20,260220,45785
37786,588168,26-Feb-20,260220,42190
37787,589234,26-Feb-20,260220,197390
37788,589232,26-Feb-20,260220,250905
37789,5892335,26-Feb-20,260220,139460
37790,589233,26-Feb-20,260220,202240
37791,473216,26-Feb-20,260220,365110
37792,473214,26-Feb-20,260220,386060
37793,473217,26-Feb-20,260220,295220
37794,473215,26-Feb-20,260220,374630
37795,588169,26-Feb-20,260220,52320
37796,15700,30-Jan-20,300120,480
37797,42262,30-Jan-20,300120,193765
37798,21432,30-Jan-20,300120,495
37799,21421,30-Jan-20,300120,4345
37800,42443,30-Jan-20,300120,6490
37801,314657,30-Jan-20,300120,2900
37802,50463,30-Jan-20,300120,61801
37803,9360072,30-Jan-20,300120,3705
37804,881220,30-Jan-20,300120,710
37805,473190,30-Jan-20,300120,521900
37806,247112,30-Jan-20,300120,560263
37807,588143,30-Jan-20,300120,50575
37808,589208,30-Jan-20,300120,263618
37809,8093,30-Jan-20,300120,133349
37810,42755,30-Jan-20,300120,51495
37811,42756,30-Jan-20,300120,520
37812,13802,24-Feb-20,240220,1170
37813,A953305,24-Feb-20,240220,12840
37814,953307,24-Feb-20,240220,12090
37815,979570,24-Feb-20,240220,1650
37816,964404,24-Feb-20,240220,355
37817,967490,24-Feb-20,240220,104930
37818,967489,24-Feb-20,240220,169070
37819,42389,24-Feb-20,240220,5990
37820,42388,24-Feb-20,240220,17000
37821,42415,24-Feb-20,240220,41500
37822,881242,24-Feb-20,240220,270
37823,8927396,24-Feb-20,240220,140
37824,266078,24-Feb-20,240220,15430
37825,946204,27-Feb-20,270220,36745
37826,8166823,27-Feb-20,270220,133087
37827,16038,27-Feb-20,270220,3515
37828,29178,27-Feb-20,270220,20710
37829,983820,27-Feb-20,270220,98410
37830,32433,27-Feb-20,270220,350
37831,45627,27-Feb-20,270220,61150
37832,72205,27-Feb-20,270220,72205
37833,45629,27-Feb-20,270220,61911
37834,45630,27-Feb-20,270220,84630
37835,45631,27-Feb-20,270220,8075
37836,394714,27-Feb-20,270220,1780
37837,13284,27-Feb-20,270220,2690
37838,4114,27-Feb-20,270220,8750
37839,33153,16-Mar-20,160320,980
37840,393519,16-Mar-20,160320,10360
37841,A394389,16-Mar-20,160320,6985
37842,394270,16-Mar-20,160320,240
37843,394432,16-Mar-20,160320,260
37844,394068,16-Mar-20,160320,225
37845,394372,16-Mar-20,160320,180
37846,394348,16-Mar-20,160320,180
37847,394129,16-Mar-20,160320,4710
37848,10667,16-Mar-20,160320,8460
37849,10670,16-Mar-20,160320,1085
37850,10668,16-Mar-20,160320,5305
37851,10669,16-Mar-20,160320,3875
37852,10634,16-Mar-20,160320,3295
37853,10631,16-Mar-20,160320,18385
37854,10632,16-Mar-20,160320,10755
37855,10633,16-Mar-20,160320,9180
37856,10635,16-Mar-20,160320,22246
37857,10671,16-Mar-20,160320,6745
37858,32413,16-Mar-20,160320,4505
37859,896843,16-Mar-20,160320,3035
37860,32204,16-Mar-20,160320,2370
37861,993729,16-Mar-20,160320,695
37862,993949,16-Mar-20,160320,64160
37863,681092,21-Mar-20,210320,35340
37864,436162,21-Mar-20,210320,2985
37865,436361,21-Mar-20,210320,2030
37866,13002,21-Mar-20,210320,1340
37867,22557,21-Mar-20,210320,4090
37868,22523,21-Mar-20,210320,3740
37869,34804,21-Mar-20,210320,1170
37870,34803,21-Mar-20,210320,2390
37871,39379,21-Mar-20,210320,14621
37872,58565,21-Mar-20,210320,4530
37873,59659,21-Mar-20,210320,975
37874,55575,21-Mar-20,210320,55575
37875,38949,21-Mar-20,210320,163065
37876,89967,21-Mar-20,210320,4620
37877,892229,21-Mar-20,210320,10550
37878,21500,21-Mar-20,210320,230
37879,31499,21-Mar-20,210320,122545
37880,999611,21-Mar-20,210320,3435
37881,999622,21-Mar-20,210320,9990
37882,46734,21-Mar-20,210320,565
37883,46735,21-Mar-20,210320,495
37884,38340,21-Mar-20,210320,3030
37885,964040,21-Mar-20,210320,5205
37886,937926,21-Mar-20,210320,150
37887,710478,09-Mar-20,90320,352459
37888,146772,09-Mar-20,90320,17755
37889,31839,09-Mar-20,90320,7725
37890,31986,09-Mar-20,90320,3405
37891,952829,09-Mar-20,90320,310
37892,45770,09-Mar-20,90320,338158
37893,4661,09-Mar-20,90320,27536
37894,22997,09-Mar-20,90320,12000
37895,131375,09-Mar-20,90320,583630
37896,46764,09-Mar-20,90320,317809
37897,89083,09-Mar-20,90320,49808
37898,999758,09-Mar-20,90320,3435
37899,999762,09-Mar-20,90320,87545
37900,21350,09-Mar-20,90320,22320
37901,21281,09-Mar-20,90320,9100
37902,12083,09-Mar-20,90320,53794
37903,12082,09-Mar-20,90320,2243558
37904,162098,09-Mar-20,90320,388000
37905,11812,09-Mar-20,90320,467710
37906,946215,09-Mar-20,90320,45335
37907,166833,09-Mar-20,90320,69800
37908,A925636,09-Mar-20,90320,5
37909,16047,09-Mar-20,90320,615
37910,29187,09-Mar-20,90320,1210
37911,44755,09-Mar-20,90320,43975
37912,IKOC9455562,07-Mar-20,70320,107090
37913,710479,12-Mar-20,120320,358747
37914,952833,12-Mar-20,120320,875
37915,27376,16-Mar-20,160320,5896
37916,28876,16-Mar-20,160320,6745
37917,A42345,16-Mar-20,160320,4670
37918,38351,16-Mar-20,160320,1130
37919,A12729,16-Mar-20,160320,1170
37920,12777,16-Mar-20,160320,71712
37921,12726,16-Mar-20,160320,795
37922,895260,21-Mar-20,210320,565
37923,588194,21-Mar-20,210320,28095
37924,473241,21-Mar-20,210320,266353
37925,491932,21-Mar-20,210320,578097
37926,247163,21-Mar-20,210320,332734
37927,589259,21-Mar-20,210320,180155
37928,39306,21-Mar-20,210320,86030
37929,33208,21-Mar-20,210320,2261635
37930,33161,21-Mar-20,210320,135
37931,315650,21-Mar-20,210320,460
37932,394498,21-Mar-20,210320,11385
37933,394265,21-Mar-20,210320,270
37934,46102,21-Mar-20,210320,10381
37935,10641,21-Mar-20,210320,20405
37936,46103,21-Mar-20,210320,6420
37937,10642,21-Mar-20,210320,13265
37938,A760546,21-Mar-20,210320,14285
37939,32420,21-Mar-20,210320,3060
37940,32443,09-Mar-20,90320,680
37941,A974254,09-Mar-20,90320,96060
37942,45642,09-Mar-20,90320,42780
37943,96411,09-Mar-20,90320,655
37944,964161,09-Mar-20,90320,150
37945,13294,09-Mar-20,90320,1260
37946,4123,09-Mar-20,90320,5905
37947,22515,09-Mar-20,90320,3055
37948,954485,09-Mar-20,90320,1138
37949,954486,09-Mar-20,90320,1891
37950,40095,09-Mar-20,90320,34734
37951,40297,09-Mar-20,90320,18480
37952,48230,09-Mar-20,90320,48230
37953,59235,09-Mar-20,90320,6810
37954,989502,09-Mar-20,90320,63210
37955,38933,09-Mar-20,90320,80410
37956,31987,12-Mar-20,120320,3575
37957,31840,12-Mar-20,120320,11770
37958,45771,12-Mar-20,120320,277554
37959,4662,12-Mar-20,120320,47060
37960,22999,12-Mar-20,120320,47408
37961,131047,12-Mar-20,120320,663042
37962,46762,12-Mar-20,120320,13482
37963,46765,12-Mar-20,120320,377554
37964,999759,12-Mar-20,120320,5340
37965,999763,12-Mar-20,120320,73320
37966,38752,12-Mar-20,120320,24380
37967,947873,12-Mar-20,120320,335
37968,21282,12-Mar-20,120320,31530
37969,40576,12-Mar-20,120320,625
37970,12084,12-Mar-20,120320,2197060
37971,12085,12-Mar-20,120320,85838
37972,11848,12-Mar-20,120320,495610
37973,946217,12-Mar-20,120320,26995
37974,166834,12-Mar-20,120320,151256
37975,16048,12-Mar-20,120320,2840
37976,29189,12-Mar-20,120320,3050
37977,44756,12-Mar-20,120320,82990
37978,32444,12-Mar-20,120320,1860
37979,IKOC9485823,16-Mar-20,160320,1843839
37980,IKOC9483218,16-Mar-20,160320,3766179
37981,IKOC9483228,16-Mar-20,160320,1036502
37982,IKOC9485248,16-Mar-20,160320,1897753
37983,IKOC9486223,16-Mar-20,160320,1897822
37984,IKOC9483765,16-Mar-20,160320,7969022
37985,IKOC9486606,16-Mar-20,160320,328739
37986,IKOC9486576,16-Mar-20,160320,1501327
37987,IKOC9486648,16-Mar-20,160320,1478223
37988,IKOC9488559,16-Mar-20,160320,1896146
37989,IKOC9488091,16-Mar-20,160320,635844
37990,IKOC9487926,16-Mar-20,160320,198025
37991,IKOC9487924,16-Mar-20,160320,744614
37992,IKOC9490173,16-Mar-20,160320,1038689
37993,IKOC9489984,16-Mar-20,160320,3759071
37994,IKOC9491120,16-Mar-20,160320,1872343
37995,IKOC9491437,16-Mar-20,160320,1984303
37996,IKOC9491323,16-Mar-20,160320,892882
37997,IKOC9492029,16-Mar-20,160320,7981638
37998,IKOC9491731,16-Mar-20,160320,1382732
37999,IKOC9493134,16-Mar-20,160320,1359925
38000,IKOC9493394,16-Mar-20,160320,805273
38001,IKOC9491733,16-Mar-20,160320,904978
38002,896850,21-Mar-20,210320,1400
38003,32211,21-Mar-20,210320,1925
38004,993734,21-Mar-20,210320,1565
38005,773726,21-Mar-20,210320,955
38006,281,21-Mar-20,210320,39536
38007,1035,21-Mar-20,210320,1035
38008,5565,21-Mar-20,210320,5565
38009,27383,21-Mar-20,210320,7656
38010,27382,21-Mar-20,210320,8571
38011,42350,21-Mar-20,210320,4630
38012,28881,21-Mar-20,210320,8265
38013,937541,21-Mar-20,210320,5240
38014,38358,21-Mar-20,210320,845
38015,IKOC9512263,21-Mar-20,210320,1653860
38016,IKOC9514851,21-Mar-20,210320,319675
38017,12491,09-Mar-20,90320,200215
38018,964420,09-Mar-20,90320,190
38019,999601,09-Mar-20,90320,2665
38020,999585,09-Mar-20,90320,775
38021,999598,09-Mar-20,90320,32350
38022,38331,09-Mar-20,90320,2045
38023,964031,09-Mar-20,90320,6525
38024,589246,09-Mar-20,90320,241875
38025,473228,09-Mar-20,90320,430790
38026,491919,09-Mar-20,90320,973712
38027,247150,09-Mar-20,90320,530006
38028,473227,09-Mar-20,90320,472325
38029,589245,09-Mar-20,90320,277905
38030,491918,09-Mar-20,90320,1014087
38031,247149,09-Mar-20,90320,591495
38032,588181,09-Mar-20,90320,52330
38033,22272,09-Mar-20,90320,60042
38034,393741,09-Mar-20,90320,100
38035,394389,09-Mar-20,90320,10265
38036,171750,09-Mar-20,90320,885
38037,1300,09-Mar-20,90320,1300
38038,640,09-Mar-20,90320,640
38039,45643,12-Mar-20,120320,47756
38040,964483,12-Mar-20,120320,200
38041,964112,12-Mar-20,120320,700
38042,964162,12-Mar-20,120320,210
38043,681080,12-Mar-20,120320,41905
38044,394725,12-Mar-20,120320,1990
38045,13295,12-Mar-20,120320,1185
38046,4124,12-Mar-20,120320,6035
38047,22516,12-Mar-20,120320,3155
38048,954488,12-Mar-20,120320,845
38049,954487,12-Mar-20,120320,3345
38050,40096,12-Mar-20,120320,23010
38051,40298,12-Mar-20,120320,10193
38052,67490,12-Mar-20,120320,67490
38053,37655,12-Mar-20,120320,37655
38054,59236,12-Mar-20,120320,4730
38055,68904,12-Mar-20,120320,75090
38056,323528,12-Mar-20,120320,146986
38057,38934,12-Mar-20,120320,32460
38058,12494,12-Mar-20,120320,263275
38059,964421,12-Mar-20,120320,290
38060,999602,12-Mar-20,120320,3210
38061,999586,12-Mar-20,120320,865
38062,947927,12-Mar-20,120320,1180
38063,999599,12-Mar-20,120320,22365
38064,999597,12-Mar-20,120320,42340
38065,5524766,20-Mar-20,200320,640
38066,146224,20-Mar-20,200320,40770
38067,203043,20-Mar-20,200320,5990
38068,31993,20-Mar-20,200320,5485
38069,31846,20-Mar-20,200320,6875
38070,952835,20-Mar-20,200320,2225
38071,45782,20-Mar-20,200320,351903
38072,4672,20-Mar-20,200320,18845
38073,4673,20-Mar-20,200320,51370
38074,255899,20-Mar-20,200320,3308
38075,256053,20-Mar-20,200320,586563
38076,46774,20-Mar-20,200320,77680
38077,39279,20-Mar-20,200320,310861
38078,40983,20-Mar-20,200320,1500
38079,40984,20-Mar-20,200320,3595
38080,999775,20-Mar-20,200320,79975
38081,40951,20-Mar-20,200320,72385
38082,315580,20-Mar-20,200320,44841
38083,315582,20-Mar-20,200320,9135
38084,315581,20-Mar-20,200320,16869
38085,A40913,20-Mar-20,200320,330
38086,38760,20-Mar-20,200320,21330
38087,40583,20-Mar-20,200320,405
38088,21289,20-Mar-20,200320,4045
38089,12098,20-Mar-20,200320,117650
38090,12097,20-Mar-20,200320,1749038
38091,434819,20-Mar-20,200320,29615
38092,433662,20-Mar-20,200320,324681
38093,79858,20-Mar-20,200320,463880
38094,IKOC9512883,21-Mar-20,210320,1153986
38095,IKOC9512622,21-Mar-20,210320,1166111
38096,IKOC9513032,21-Mar-20,210320,1004513
38097,IKOC9512626,21-Mar-20,210320,951100
38098,IKOC9514627,21-Mar-20,210320,1037049
38099,IKOC9513658,21-Mar-20,210320,1898381
38100,IKOC9514623,21-Mar-20,210320,3759254
38101,IKOC9516278,21-Mar-20,210320,314478
38102,IKOC9516090,21-Mar-20,210320,840830
38103,146495,19-Mar-20,190320,16415
38104,A952835,19-Mar-20,190320,2125
38105,45781,19-Mar-20,190320,437649
38106,31992,19-Mar-20,190320,6395
38107,31845,19-Mar-20,190320,7640
38108,255881,19-Mar-20,190320,33390
38109,255989,19-Mar-20,190320,771806
38110,39276,19-Mar-20,190320,321535
38111,A289084,19-Mar-20,190320,71997
38112,996215,19-Mar-20,190320,27520
38113,2410,09-Mar-20,90320,2410
38114,10665,09-Mar-20,90320,8120
38115,10629,09-Mar-20,90320,9645
38116,32407,09-Mar-20,90320,865
38117,993726,09-Mar-20,90320,505
38118,993946,09-Mar-20,90320,41606
38119,3770,09-Mar-20,90320,12347
38120,42341,09-Mar-20,90320,2930
38121,42322,09-Mar-20,90320,6670
38122,937528,09-Mar-20,90320,3400
38123,42245,09-Mar-20,90320,895
38124,12740,09-Mar-20,90320,37545
38125,12743,09-Mar-20,90320,535
38126,12769,09-Mar-20,90320,430
38127,146360,04-Mar-20,40320,24000
38128,A552464,04-Mar-20,40320,22889
38129,952828,04-Mar-20,40320,1635
38130,31983,04-Mar-20,40320,4685
38131,31835,04-Mar-20,40320,10850
38132,45766,04-Mar-20,40320,306715
38133,4656,04-Mar-20,40320,26240
38134,4657,04-Mar-20,40320,34530
38135,A311618,04-Mar-20,40320,438340
38136,131940,04-Mar-20,40320,460
38137,131705,04-Mar-20,40320,1005
38138,951175,04-Mar-20,40320,5345
38139,999754,04-Mar-20,40320,6660
38140,999751,04-Mar-20,40320,77255
38141,315570,04-Mar-20,40320,64103
38142,21346,04-Mar-20,40320,2625
38143,21344,04-Mar-20,40320,32115
38144,31862,12-Mar-20,120320,14031
38145,83868,12-Mar-20,120320,300
38146,38332,12-Mar-20,120320,3105
38147,IKOC9462847,09-Mar-20,90320,1771424
38148,IKOC9465253,09-Mar-20,90320,264225
38149,IKOC9465371,09-Mar-20,90320,2038183
38150,946229,20-Mar-20,200320,37430
38151,166845,20-Mar-20,200320,141232
38152,3250,20-Mar-20,200320,3250
38153,29194,20-Mar-20,200320,8205
38154,44767,20-Mar-20,200320,69895
38155,32480,20-Mar-20,200320,1530
38156,2145,04-Mar-20,40320,26245
38157,21276,04-Mar-20,40320,16590
38158,21277,04-Mar-20,40320,4580
38159,A947795,04-Mar-20,40320,615
38160,28697,04-Mar-20,40320,3484189
38161,28698,04-Mar-20,40320,79528
38162,28699,04-Mar-20,40320,2787437
38163,28700,04-Mar-20,40320,109774
38164,162094,04-Mar-20,40320,45644
38165,79890,04-Mar-20,40320,658815
38166,A79890,04-Mar-20,40320,580575
38167,166829,04-Mar-20,40320,278738
38168,A166829,04-Mar-20,40320,147442
38169,16043,04-Mar-20,40320,6410
38170,29183,04-Mar-20,40320,19900
38171,983825,04-Mar-20,40320,110415
38172,44751,04-Mar-20,40320,101625
38173,146574,06-Mar-20,60320,32480
38174,31837,06-Mar-20,60320,4835
38175,31984,06-Mar-20,60320,2465
38176,45768,06-Mar-20,60320,305785
38177,4659,06-Mar-20,60320,47895
38178,22991,06-Mar-20,60320,199206
38179,131737,06-Mar-20,60320,637958
38180,996205,06-Mar-20,60320,9135
38181,4725,06-Mar-20,60320,25140
38182,999756,06-Mar-20,60320,4280
38183,999760,06-Mar-20,60320,90470
38184,315572,06-Mar-20,60320,14884
38185,315573,06-Mar-20,60320,149310
38186,21348,06-Mar-20,60320,22520
38187,12079,06-Mar-20,60320,45693
38188,21279,06-Mar-20,60320,9490
38189,947798,06-Mar-20,60320,300
38190,12078,06-Mar-20,60320,2643300
38191,434805,06-Mar-20,60320,67140
38192,433648,06-Mar-20,60320,291053
38193,964032,12-Mar-20,120320,5170
38194,A898019,12-Mar-20,120320,335
