Sr.No.,Bank,Challan No.,Challan Date,Challan Amt,ACC Unit,TC Number
1271.0,SBI MIDHAKUR,896323,21-DEC-19,1770.0,NCR AGC 04,321102001100652.0
1272.0,SBI MIDHAKUR,896324,23-DEC-19,1320.0,NCR AGC 04,321102001100652.0
1273.0,SBI MIDHAKUR,896325,23-DEC-19,1450.0,NCR AGC 04,321102001100652.0
1274.0,SBI MIDHAKUR,896326,24-DEC-19,1050.0,NCR AGC 04,321102001100652.0
1275.0,SBI MIDHAKUR,896327,26-DEC-19,1535.0,NCR AGC 04,321102001100652.0
1276.0,SBI MIDHAKUR,896328,26-DEC-19,1710.0,NCR AGC 04,321102001100652.0
1277.0,SBI MIDHAKUR,896329,27-DEC-19,1460.0,NCR AGC 04,321102001100652.0
1278.0,SBI MIDHAKUR,896330,30-DEC-19,1495.0,NCR AGC 04,321102001100652.0
1279.0,SBI MIDHAKUR,896331,30-DEC-19,2080.0,NCR AGC 04,321102001100652.0
1280.0,SBI MIDHAKUR,896332,30-DEC-19,2055.0,NCR AGC 04,321102001100652.0
1281.0,SBI MIDHAKUR,896333,31-DEC-19,850.0,NCR AGC 04,321102001100652.0
1282.0,SBI MIDHAKUR,896334,01-JAN-20,2345.0,NCR AGC 04,321102001100652.0
1283.0,SBI MIDHAKUR,896335,02-JAN-20,370.0,NCR AGC 04,321102001100652.0
1284.0,SBI MIDHAKUR,896336,03-JAN-20,1140.0,NCR AGC 04,321102001100652.0
1285.0,SBI MIDHAKUR,896337,04-JAN-20,3085.0,NCR AGC 04,321102001100652.0
1286.0,SBI MIDHAKUR,896338,06-JAN-20,1760.0,NCR AGC 04,321102001100652.0
1287.0,SBI MIDHAKUR,896339,06-JAN-20,1670.0,NCR AGC 04,321102001100652.0
1288.0,SBI MIDHAKUR,896340,07-JAN-20,920.0,NCR AGC 04,321102001100652.0
1289.0,SBI MIDHAKUR,896341,08-JAN-20,1320.0,NCR AGC 04,321102001100652.0
1290.0,SBI MIDHAKUR,896342,09-JAN-20,1335.0,NCR AGC 04,321102001100652.0
1291.0,SBI MIDHAKUR,896343,10-JAN-20,1265.0,NCR AGC 04,321102001100652.0
1292.0,SBI MIDHAKUR,896344,13-JAN-20,1810.0,NCR AGC 04,321102001100652.0
1293.0,SBI MIDHAKUR,896345,13-JAN-20,3935.0,NCR AGC 04,321102001100652.0
1294.0,SBI MIDHAKUR,896346,13-JAN-20,2960.0,NCR AGC 04,321102001100652.0
1295.0,SBI MIDHAKUR,896347,14-JAN-20,2265.0,NCR AGC 04,321102001100652.0
1296.0,SBI MIDHAKUR,896348,15-JAN-20,1610.0,NCR AGC 04,321102001100652.0
1297.0,SBI MIDHAKUR,896349,16-JAN-20,2430.0,NCR AGC 04,321102001100652.0
1298.0,SBI MIDHAKUR,896350,17-JAN-20,1030.0,NCR AGC 04,321102001100652.0
1299.0,SBI MIDHAKUR,896351,18-JAN-20,2945.0,NCR AGC 04,321102001100652.0
1300.0,SBI MAHWA,896482,24-DEC-19,510.0,NCR AGC 04,321102001100608.0
1301.0,SBI MAHWA,896499,10-DEC-19,825.0,NCR AGC 04,321102001100652.0
1302.0,SBI MAHWA,896500,13-JAN-20,875.0,NCR AGC 04,321102001100652.0
1303.0,SBI BICHPURI,896526,20-DEC-19,3285.0,NCR AGC 04,321102001100608.0
1304.0,SBI BICHPURI,896527,21-DEC-19,3275.0,NCR AGC 04,321102001100608.0
1305.0,SBI BICHPURI,896528,23-DEC-19,3225.0,NCR AGC 04,321102001100608.0
1306.0,SBI BICHPURI,896529,23-DEC-19,3310.0,NCR AGC 04,321102001100608.0
1307.0,SBI BICHPURI,896530,24-DEC-19,4740.0,NCR AGC 04,321102001100608.0
1308.0,SBI BICHPURI,896531,26-DEC-19,3405.0,NCR AGC 04,321102001100608.0
1309.0,SBI BICHPURI,896532,26-DEC-19,3015.0,NCR AGC 04,321102001100608.0
1310.0,SBI BICHPURI,896533,27-DEC-19,3301.0,NCR AGC 04,321102001100608.0
1311.0,SBI BICHPURI,896534,30-DEC-19,3460.0,NCR AGC 04,321102001100608.0
1312.0,SBI BICHPURI,896535,30-DEC-19,2435.0,NCR AGC 04,321102001100608.0
1313.0,SBI BICHPURI,896536,30-DEC-19,3790.0,NCR AGC 04,321102001100608.0
1314.0,SBI BICHPURI,896537,31-DEC-19,2940.0,NCR AGC 04,321102001100652.0
1315.0,SBI BICHPURI,896538,01-JAN-20,3805.0,NCR AGC 04,321102001100652.0
1316.0,SBI BICHPURI,896539,02-JAN-20,3070.0,NCR AGC 04,321102001100652.0
1317.0,SBI BICHPURI,896542,06-JAN-20,1300.0,NCR AGC 04,321102001100652.0
1318.0,SBI BICHPURI,896543,06-JAN-20,5225.0,NCR AGC 04,321102001100652.0
1319.0,SBI BICHPURI,896544,07-JAN-20,596.0,NCR AGC 04,321102001100652.0
1320.0,SBI BICHPURI,896545,08-JAN-20,4050.0,NCR AGC 04,321102001100652.0
1321.0,SBI BICHPURI,896546,09-JAN-20,5615.0,NCR AGC 04,321102001100652.0
1322.0,SBI BICHPURI,896547,13-JAN-20,3685.0,NCR AGC 04,321102001100652.0
1323.0,SBI BICHPURI,896548,13-JAN-20,3365.0,NCR AGC 04,321102001100652.0
1324.0,SBI BICHPURI,896549,13-JAN-20,4110.0,NCR AGC 04,321102001100652.0
1325.0,SBI BICHPURI,896550,14-JAN-20,5665.0,NCR AGC 04,321102001100652.0
1326.0,SBI GOVERDHAN,896559,16-DEC-19,905.0,NCR AGC 04,321102001100608.0
1327.0,SBI GOVERDHAN,896560,16-DEC-19,750.0,NCR AGC 04,321102001100608.0
1328.0,SBI GOVERDHAN,896567,23-DEC-19,975.0,NCR AGC 04,321102001100609.0
1329.0,SBI GOVERDHAN,896570,26-DEC-19,830.0,NCR AGC 04,321102001100609.0
1330.0,SBI GOVERDHAN,896573,30-DEC-19,545.0,NCR AGC 04,321102001100609.0
1331.0,SBI GOVERDHAN,896574,30-DEC-19,350.0,NCR AGC 04,321102001100609.0
1332.0,SBI BAYANA,897954,16-JAN-20,1320.0,NCR AGC 04,321102001100652.0
1333.0,SBI BAYANA,897955,17-JAN-20,720.0,NCR AGC 04,321102001100652.0
1334.0,SBI BAYANA,897956,18-JAN-20,1310.0,NCR AGC 04,321102001100652.0
1335.0,SBI MAHWA,898552,16-JAN-20,1235.0,NCR AGC 04,321102001100652.0
1336.0,S B I KHURJA,923770,23-DEC-19,12753.0,NCR ALD 02,321102001100608.0
1337.0,SBI KAKORE,923937,23-DEC-19,14860.0,NCR ALD 02,321102001100608.0
1338.0,SBI KAKORE,923938,24-DEC-19,13401.0,NCR ALD 02,321102001100608.0
1339.0,SBI KAKORE,923939,26-DEC-19,35563.0,NCR ALD 02,321102001100608.0
1340.0,SBI KAKORE,923940,27-DEC-19,12057.0,NCR ALD 02,321102001100608.0
1341.0,SBI KAKORE,923941,30-DEC-19,19432.0,NCR ALD 02,321102001100608.0
1342.0,SBI KAKORE,923942,31-DEC-19,21285.0,NCR ALD 02,321102001100608.0
1343.0,SBI KAKORE,923943,01-JAN-20,6990.0,NCR ALD 02,321102001100609.0
1344.0,SBI KAKORE,923944,02-JAN-20,10409.0,NCR ALD 02,321102001100609.0
1345.0,SBI KAKORE,923945,03-JAN-20,12215.0,NCR ALD 02,321102001100609.0
1346.0,SBI KAKORE,923946,04-JAN-20,11528.0,NCR ALD 02,321102001100609.0
1347.0,SBI KAKORE,923947,06-JAN-20,34350.0,NCR ALD 02,321102001100609.0
1348.0,SBI KAKORE,923948,07-JAN-20,13008.0,NCR ALD 02,321102001100609.0
1349.0,SBI KAKORE,923949,08-JAN-20,10093.0,NCR ALD 02,321102001100609.0
1350.0,SBI KAKORE,923950,09-JAN-20,12033.0,NCR ALD 02,321102001100609.0
1351.0,SBI KAKORE,923951,10-JAN-20,11462.0,NCR ALD 02,321102001100652.0
1352.0,SBI KAKORE,923952,14-JAN-20,69977.0,NCR ALD 02,321102001100652.0
1353.0,SBI KAKORE,923953,15-JAN-20,15264.0,NCR ALD 02,321102001100652.0
1354.0,SBI KAKORE,923955,16-JAN-20,29533.0,NCR ALD 02,321102001100652.0
1355.0,SBI KAKORE,923956,17-JAN-20,15372.0,NCR ALD 02,321102001100652.0
1356.0,SBI KAKORE,923957,18-JAN-20,15108.0,NCR ALD 02,321102001100652.0
1357.0,SBI KAKORE,923958,20-JAN-20,23438.0,NCR ALD 02,321102001100652.0
1358.0,SBI KAKORE,923959,21-JAN-20,33493.0,NCR ALD 02,321102001100652.0
1359.0,SBI KAKORE,924232,23-DEC-19,45003.0,NCR ALD 02,321102001100608.0
1360.0,SBI KAKORE,924233,24-DEC-19,28047.0,NCR ALD 02,321102001100608.0
1361.0,SBI KAKORE,924234,26-DEC-19,47547.0,NCR ALD 02,321102001100608.0
1362.0,SBI KAKORE,924235,27-DEC-19,25845.0,NCR ALD 02,321102001100608.0
1363.0,SBI KAKORE,924236,30-DEC-19,56883.0,NCR ALD 02,321102001100608.0
1364.0,SBI KAKORE,924237,31-DEC-19,20616.0,NCR ALD 02,321102001100608.0
1365.0,SBI KAKORE,924238,01-JAN-20,14891.0,NCR ALD 02,321102001100608.0
1366.0,SBI KAKORE,924239,02-JAN-20,23105.0,NCR ALD 02,321102001100609.0
1367.0,SBI KAKORE,924240,03-JAN-20,25620.0,NCR ALD 02,321102001100609.0
1368.0,SBI KAKORE,924241,04-JAN-20,36077.0,NCR ALD 02,321102001100609.0
1369.0,SBI KAKORE,924242,06-JAN-20,56444.0,NCR ALD 02,321102001100609.0
1370.0,SBI KAKORE,924243,07-JAN-20,42291.0,NCR ALD 02,321102001100609.0
1371.0,SBI KAKORE,924244,08-JAN-20,30107.0,NCR ALD 02,321102001100609.0
1372.0,SBI KAKORE,924245,09-JAN-20,37633.0,NCR ALD 02,321102001100609.0
1373.0,SBI KAKORE,924246,10-JAN-20,23529.0,NCR ALD 02,321102001100609.0
1374.0,S B I KHURJA,9255546,08-JAN-20,102898.0,NCR ALD 02,321102001100609.0
1375.0,S B I SARSAUL,938350,26-DEC-19,905.0,NCR ALD 02,321102001100609.0
1376.0,S B I BINDKI ROAD,938808,02-DEC-19,1795.0,NCR ALD 02,321102001100608.0
1377.0,S B I BINDKI ROAD,938809,03-DEC-19,1830.0,NCR ALD 02,321102001100608.0
1378.0,S B I BINDKI ROAD,938810,04-DEC-19,1850.0,NCR ALD 02,321102001100608.0
1379.0,S B I BINDKI ROAD,938813,07-DEC-19,1665.0,NCR ALD 02,321102001100608.0
1380.0,S B I BINDKI ROAD,938814,08-DEC-19,1395.0,NCR ALD 02,321102001100608.0
1381.0,S B I BINDKI ROAD,938821,17-DEC-19,850.0,NCR ALD 02,321102001100608.0
1382.0,S B I BINDKI ROAD,938822,17-DEC-19,1235.0,NCR ALD 02,321102001100608.0
1383.0,S B I BINDKI ROAD,938825,19-DEC-19,860.0,NCR ALD 02,321102001100608.0
1384.0,S B I BINDKI ROAD,938827,21-DEC-19,505.0,NCR ALD 02,321102001100608.0
1385.0,S B I BINDKI ROAD,938828,22-DEC-19,435.0,NCR ALD 02,321102001100608.0
1386.0,S B I BINDKI ROAD,938829,23-DEC-19,720.0,NCR ALD 02,321102001100608.0
1387.0,S B I BINDKI ROAD,938834,28-DEC-19,625.0,NCR ALD 02,321102001100608.0
1388.0,S B I BINDKI ROAD,938835,30-DEC-19,835.0,NCR ALD 02,321102001100608.0
1389.0,S B I BINDKI ROAD,938836,30-DEC-19,480.0,NCR ALD 02,321102001100608.0
1390.0,S B I BINDKI ROAD,938848,13-JAN-20,2200.0,NCR ALD 02,321102001100652.0
1391.0,S B I BINDKI ROAD,938849,13-JAN-20,545.0,NCR ALD 02,321102001100652.0
1392.0,S B I BINDKI ROAD,938850,13-JAN-20,950.0,NCR ALD 02,321102001100652.0
1393.0,S B I BINDKI ROAD,938856,20-JAN-20,750.0,NCR ALD 02,321102001100652.0
1394.0,S B I BINDKI ROAD,938857,20-JAN-20,695.0,NCR ALD 02,321102001100652.0
1395.0,S B I NARAINPUR,974586,01-JAN-20,1660.0,NCR ALD 02,321102001100608.0
1396.0,S B I NARAINPUR,974664,23-DEC-19,260.0,NCR ALD 02,321102001100608.0
1397.0,SBI PADARI,976215,13-DEC-19,1015.0,NCR ALD 02,321102001100608.0
1398.0,SBI PADARI,976216,13-DEC-19,725.0,NCR ALD 02,321102001100608.0
1399.0,SBI PADARI,976217,13-DEC-19,680.0,NCR ALD 02,321102001100608.0
1400.0,SBI PADARI,976218,17-DEC-19,825.0,NCR ALD 02,321102001100608.0
1401.0,SBI PADARI,976219,17-DEC-19,875.0,NCR ALD 02,321102001100608.0
1402.0,SBI PADARI,976220,17-DEC-19,915.0,NCR ALD 02,321102001100608.0
1403.0,SBI PADARI,976221,18-DEC-19,710.0,NCR ALD 02,321102001100608.0
1404.0,SBI PADARI,976222,20-DEC-19,580.0,NCR ALD 02,321102001100608.0
1405.0,SBI PADARI,976223,20-DEC-19,705.0,NCR ALD 02,321102001100608.0
1406.0,SBI PADARI,976224,20-DEC-19,765.0,NCR ALD 02,321102001100608.0
1407.0,SBI PADARI,976225,23-DEC-19,630.0,NCR ALD 02,321102001100608.0
1408.0,SBI PADARI,976226,23-DEC-19,710.0,NCR ALD 02,321102001100608.0
1409.0,SBI PADARI,976227,23-DEC-19,1670.0,NCR ALD 02,321102001100608.0
1410.0,SBI PADARI,976228,27-DEC-19,825.0,NCR ALD 02,321102001100608.0
1411.0,SBI PADARI,976229,26-DEC-19,565.0,NCR ALD 02,321102001100608.0
1412.0,SBI PADARI,976230,27-DEC-19,405.0,NCR ALD 02,321102001100608.0
1413.0,SBI PADARI,976231,27-DEC-19,465.0,NCR ALD 02,321102001100608.0
1414.0,SBI PADARI,976232,28-DEC-19,340.0,NCR ALD 02,321102001100608.0
1415.0,SBI PADARI,976233,31-DEC-19,310.0,NCR ALD 02,321102001100608.0
1416.0,SBI PADARI,976234,31-DEC-19,515.0,NCR ALD 02,321102001100608.0
1417.0,SBI PADARI,976235,31-DEC-19,440.0,NCR ALD 02,321102001100652.0
1418.0,SBI PADARI,976236,03-JAN-20,240.0,NCR ALD 02,321102001100652.0
1419.0,SBI PADARI,976237,03-JAN-20,310.0,NCR ALD 02,321102001100652.0
1420.0,SBI PADARI,976238,03-JAN-20,630.0,NCR ALD 02,321102001100652.0
1421.0,SBI PADARI,976239,04-JAN-20,521.0,NCR ALD 02,321102001100652.0
1422.0,SBI PADARI,976240,06-JAN-20,730.0,NCR ALD 02,321102001100652.0
1423.0,SBI PADARI,976241,06-JAN-20,77.0,NCR ALD 02,321102001100652.0
1424.0,SBI PADARI,976242,07-JAN-20,685.0,NCR ALD 02,321102001100652.0
1425.0,SBI PADARI,976243,14-JAN-20,635.0,NCR ALD 02,321102001100652.0
1426.0,SBI PADARI,976244,10-JAN-20,430.0,NCR ALD 02,321102001100652.0
1427.0,SBI PADARI,976245,10-JAN-20,370.0,NCR ALD 02,321102001100652.0
1428.0,SBI PADARI,976246,14-JAN-20,680.0,NCR ALD 02,321102001100652.0
1429.0,SBI PADARI,976247,14-JAN-20,345.0,NCR ALD 02,321102001100652.0
1430.0,SBI PADARI,976248,14-JAN-20,750.0,NCR ALD 02,321102001100652.0
1431.0,SBI PADARI,976249,15-JAN-20,750.0,NCR ALD 02,321102001100652.0
1432.0,SBI PADARI,976250,15-JAN-20,305.0,NCR ALD 02,321102001100652.0
1433.0,SBI PADARI,976251,16-JAN-20,680.0,NCR ALD 02,321102001100652.0
1434.0,SBI PADARI,976252,17-JAN-20,170.0,NCR ALD 02,321102001100652.0
1435.0,SBI PADARI,976253,18-JAN-20,905.0,NCR ALD 02,321102001100652.0
1436.0,SBI PADARI,976254,21-JAN-20,140.0,NCR ALD 02,321102001100652.0
1437.0,SBI PADARI,976255,21-JAN-20,1275.0,NCR ALD 02,321102001100652.0
1438.0,SBI PADARI,976256,21-JAN-20,1035.0,NCR ALD 02,321102001100652.0
1439.0,S B I  DABRA,988563,11-JUL-19,100000.0,NCR JHS 03,321102001100608.0
1440.0,S B I  DABRA,988568,12-JUL-19,600000.0,NCR JHS 03,321102001100608.0
1441.0,S B I  DABRA,988574,15-JUL-19,6339000.0,NCR JHS 03,321102001100608.0
1442.0,S B I  DABRA,988662,01-AUG-19,908000.0,NCR JHS 03,321102001100608.0
1443.0,S B I  AGRA,A368904,19-DEC-19,2000.0,NCR AGC 04,320402001101021.0
1444.0,S B I  AGRA,A368905,23-DEC-19,2270.0,NCR AGC 04,320402001101021.0
1445.0,S B I  AGRA,A368906,23-DEC-19,1713074.0,NCR AGC 04,320402001101021.0
1446.0,S B I  AGRA,A368907,23-DEC-19,6101191.0,NCR AGC 04,320402001101021.0
1447.0,S B I  AGRA,A368908,23-DEC-19,387939.0,NCR AGC 04,320402001101021.0
1448.0,S B I  AGRA,A368909,23-DEC-19,5086.0,NCR AGC 04,320402001101021.0
1449.0,S B I  AGRA,A368910,23-DEC-19,2753.0,NCR AGC 04,320402001101021.0
1450.0,S B I  AGRA,A368911,13-JAN-20,502771.0,NCR AGC 04,320402001101021.0
1451.0,S B I  AGRA,A368913,13-JAN-20,1426602.0,NCR AGC 04,320402001101021.0
1452.0,S B I  AGRA,A368914,13-JAN-20,234038.0,NCR AGC 04,320402001101021.0
1453.0,S B I  AGRA,A368915,13-JAN-20,37794.0,NCR AGC 04,320402001101021.0
1454.0,S B I  AGRA,A368916,13-JAN-20,29019.0,NCR AGC 04,320402001101021.0
1455.0,S B I  AGRA,A368917,13-JAN-20,40706.0,NCR AGC 04,320402001101021.0
1456.0,S B I  AGRA,A368918,13-JAN-20,1267572.0,NCR AGC 04,320402001101021.0
1457.0,S B I  AGRA,A368919,13-JAN-20,962302.0,NCR AGC 04,320402001101021.0
1458.0,S B I  AGRA,A368920,13-JAN-20,552000.0,NCR AGC 04,320402001101021.0
1459.0,S B I  AGRA,A368921,13-JAN-20,2294244.0,NCR AGC 04,320402001101021.0
1460.0,S B I  AGRA,A368922,13-JAN-20,2156000.0,NCR AGC 04,320402001101021.0
1461.0,S B I  AGRA,A368923,09-JAN-20,133239.0,NCR AGC 04,320402001101021.0
1462.0,S B I  AGRA,A368924,09-JAN-20,30883.0,NCR AGC 04,320402001101021.0
1463.0,S B I  AGRA,A368925,13-JAN-20,2351676.0,NCR AGC 04,320402001101021.0
1464.0,S B I  AGRA,A368926,09-JAN-20,100000.0,NCR AGC 04,320402001101021.0
1465.0,S B I  AGRA,A368927,15-JAN-20,7593.0,NCR AGC 04,320402001101021.0
1466.0,S B I  AGRA,A368928,15-JAN-20,33894.99,NCR AGC 04,320402001101021.0
1467.0,S B I  AGRA,A368929,15-JAN-20,115746.52,NCR AGC 04,320402001101021.0
1468.0,S B I  AGRA,A368930,18-JAN-20,1108929.0,NCR AGC 04,320402001101021.0
1469.0,S B I  AGRA,A368931,18-JAN-20,232317.0,NCR AGC 04,320402001101021.0
1470.0,S B I  AGRA,A368932,18-JAN-20,3880.0,NCR AGC 04,320402001101021.0
1471.0,S B I  AGRA,A368933,18-JAN-20,10000.0,NCR AGC 04,320402001101021.0
1472.0,S B I  AGRA,A368934,20-JAN-20,3459.0,NCR AGC 04,320402001101021.0
1473.0,S B I  AGRA,A368935,16-JAN-20,1731885.0,NCR AGC 04,320402001101021.0
1474.0,S B I  AGRA,A368936,18-JAN-20,200761.99,NCR AGC 04,320402001101021.0
1475.0,S B I  AGRA,A368937,18-JAN-20,456360.0,NCR AGC 04,320402001101021.0
1476.0,S B I  AGRA,A368938,18-JAN-20,445480.0,NCR AGC 04,320402001101021.0
1477.0,S B I  AGRA,A368939,18-JAN-20,6555.0,NCR AGC 04,320402001101021.0
1478.0,S B I  AGRA,A368940,21-JAN-20,60.0,NCR AGC 04,320402001101021.0
1479.0,S B I  AGRA,A368941,23-JAN-20,37784.0,NCR AGC 04,320402001101021.0
1480.0,S B I  AGRA,A368942,23-JAN-20,1000.0,NCR AGC 04,320402001101021.0
1481.0,S B I  AGRA,A368943,23-JAN-20,1000.0,NCR AGC 04,320402001101021.0
1482.0,S B I  AGRA,A368945,24-JAN-20,20431.0,NCR AGC 04,320402001101021.0
1483.0,S B I  AGRA,A368946,24-JAN-20,33193.0,NCR AGC 04,320402001101021.0
1484.0,S B I  AGRA,A368947,23-JAN-20,27571.0,NCR AGC 04,320402001101021.0
1485.0,S B I  AGRA,A368948,27-JAN-20,102000.0,NCR AGC 04,320402001101021.0
1486.0,S B I  AGRA,A368949,27-JAN-20,104576.0,NCR AGC 04,320402001101021.0
1487.0,S B I  AGRA,A368950,27-JAN-20,44996.0,NCR AGC 04,320402001101021.0
1488.0,S B I  AGRA,A368951,23-JAN-20,189984.0,NCR AGC 04,320402001101021.0
1489.0,S B I  AGRA,A368952,23-JAN-20,89511.0,NCR AGC 04,320402001101021.0
1490.0,S B I  AGRA,A368954,27-JAN-20,141378.0,NCR AGC 04,320402001101021.0
1491.0,S B I  AGRA,A368955,24-JAN-20,43927767.6,NCR AGC 04,320402001101021.0
1492.0,S B I  AGRA,A376151,24-JAN-20,376151.0,NCR AGC 04,320402001101021.0
1493.0,S B I  JHANSI,IKOC8268364,19-JAN-20,828164.0,NCR JHS 03,321102001100652.0
1494.0,S B I  JHANSI,IKOC9142751,09-JAN-20,1357099.0,NCR JHS 03,321102001100652.0
1495.0,S B I  ALLAHABAD,IKOC9188126,22-DEC-19,1937114.0,NCR ALD 02,321102001100608.0
1496.0,S B I  ALLAHABAD,IKOC9196755,26-DEC-19,676109.0,NCR ALD 02,321102001100608.0
1497.0,S B I  JHANSI,IKOC9201731,27-DEC-19,1583524.0,NCR JHS 03,321102001100608.0
1498.0,S B I  JHANSI,IKOC9205997,29-DEC-19,640848.0,NCR JHS 03,321102001100608.0
1499.0,S B I  ALLAHABAD,IKOC9208080,29-DEC-19,649275.0,NCR ALD 02,321102001100608.0
1500.0,S B I  JHANSI,IKOC920855,29-DEC-19,241803.0,NCR JHS 03,321102001100608.0
1501.0,S B I  ALLAHABAD,IKOC9209952,30-DEC-19,527959.0,NCR ALD 02,321102001100608.0
1502.0,S B I  JHANSI,IKOC9211393,30-DEC-19,1352660.0,NCR JHS 03,321102001100608.0
1503.0,S B I  JHANSI,IKOC9215514,02-JAN-20,630433.0,NCR JHS 03,321102001100609.0
1504.0,S B I  ALLAHABAD,IKOC9224180,03-JAN-20,890708.0,NCR ALD 02,321102001100652.0
1505.0,S B I  ALLAHABAD,IKOC9224886,04-JAN-20,894965.0,NCR ALD 02,321102001100652.0
1506.0,S B I  JHANSI,IKOC922955,05-JAN-20,160835.0,NCR JHS 03,321102001100609.0
1507.0,S B I  ALLAHABAD,IKOC9253012,13-JAN-20,424591.0,NCR ALD 02,321102001100652.0
1508.0,S B I  JHANSI,IKOC92544521,14-JAN-20,201531.0,NCR JHS 03,321102001100652.0
1509.0,S B I  ALLAHABAD,IKOC9255358,14-JAN-20,2301471.0,NCR ALD 02,321102001100652.0
1510.0,S B I  ALLAHABAD,IKOC9256577,15-JAN-20,2082369.0,NCR ALD 02,321102001100652.0
1511.0,S B I  JHANSI,IKOC92700779,19-JAN-20,423170.0,NCR JHS 03,321102001100652.0
1512.0,S B I  ALLAHABAD,IKOC9270910,19-JAN-20,1426276.0,NCR ALD 02,321102001100652.0
1513.0,S B I  JHANSI,IKOC9283855,17-JAN-20,1355620.0,NCR JHS 03,321102001100652.0
1514.0,S B I  JHANSI,IKOC9288145,19-JAN-20,617719.0,NCR JHS 03,321102001100652.0
1515.0,S B I  JHANSI,IKOC9299467,30-DEC-19,275157.0,NCR JHS 03,321102001100608.0
1516.0,S B I  JHANSI,IKOC9299469,30-DEC-19,698556.0,NCR JHS 03,321102001100608.0
1517.0,S B I  JHANSI,IKOC9299992,26-DEC-19,3748525.0,NCR JHS 03,321102001100608.0
