Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt,Match,Match_Num,Chalan_Dates
7960,133231,04-08-2021,40821,1708593,,0,
7961,828929,04-08-2021,40821,1015,,0,
7962,829340,04-08-2021,40821,1980,,0,
7963,853368,18-08-2021,180821,20960,8583368,1,16-08-2021
7964,59963,18-08-2021,180821,81216,,0,
7965,5273,18-08-2021,180821,1320,640367,1,20-07-2021
7966,5481,18-08-2021,180821,4360,853087,1,14-07-2021
7967,45626,18-08-2021,180821,92270,363286,1,16-08-2021
7968,15798,18-08-2021,180821,131700,363283,1,16-08-2021
7969,15797,18-08-2021,180821,116220,363282,1,16-08-2021
7970,15799,18-08-2021,180821,78010,363284,1,16-08-2021
7971,53206,18-08-2021,180821,77895,365676,1,16-08-2021
7972,53207,18-08-2021,180821,61035,365677,1,16-08-2021
7973,53208,18-08-2021,180821,86280,365678,1,16-08-2021
7974,14164,20-08-2021,200821,1260,,0,
7975,5702,20-08-2021,200821,180,358751; 636203; 636210; 853681; 853691; 976330,6,2021-07-16; 2021-07-12; 2021-07-19; 2021-08-06; 2021-08-16; 2021-07-13
7976,915,20-08-2021,200821,915,83944,1,17-08-2021
7977,23775,04-09-2021,40921,43565,,0,
7978,169825,04-09-2021,40921,169825,854214,1,01-09-2021
7979,250,04-09-2021,40921,250,853686,1,11-08-2021
7980,A566294,04-09-2021,40921,204451,,0,
7981,134951,04-09-2021,40921,26565,,0,
7982,7781626,04-09-2021,40921,96550,,0,
7983,27062,04-09-2021,40921,2685,358800,1,02-09-2021
7984,133918,04-09-2021,40921,43380,359450,1,02-09-2021
7985,133858,04-09-2021,40921,7605,358398,1,02-09-2021
7986,108975,04-09-2021,40921,3201,,0,
7987,86577,04-09-2021,40921,32005,,0,
7988,35885,04-09-2021,40921,825,83935; 637019; 685837; 942390,4,2021-08-10; 2021-07-31; 2021-09-02; 2021-08-31
7989,35886,04-09-2021,40921,520,636676; 637015; 685838; 858284,4,2021-08-31; 2021-07-30; 2021-09-02; 2021-08-12
8811,1445,17-11-2021,171121,1445,367563; 890937,2,2021-11-15; 2021-10-21
7991,35888,04-09-2021,40921,615,363961; 636598; 637013; 685840,4,2021-08-24; 2021-07-09; 2021-07-30; 2021-09-02
7992,83045,04-09-2021,40921,1019711,,0,
7993,6681,04-09-2021,40921,49010,,0,
7994,98627,23-09-2021,230921,4610,,0,
7995,133937,23-09-2021,230921,63568,359469,1,21-09-2021
7996,133873,23-09-2021,230921,12585,482953,1,13-08-2021
7997,86603,23-09-2021,230921,7625,,0,
7998,86604,23-09-2021,230921,30165,,0,
7999,6697,23-09-2021,230921,17685,,0,
8000,97682,23-09-2021,230921,17964,,0,
8001,97732,23-09-2021,230921,10568,482992,1,21-09-2021
8002,6291,23-09-2021,230921,6291,,0,
8003,58090,23-09-2021,230921,49595,855254,1,21-09-2021
8004,39742,29-09-2021,290921,575,83934; 366716; 855555,3,2021-08-10; 2021-08-27; 2021-09-27
8005,39741,29-09-2021,290921,645,637025; 855554; 858286,3,2021-08-02; 2021-09-27; 2021-08-16
8006,39743,29-09-2021,290921,1095,358774; 855556; 858280,3,2021-08-09; 2021-09-27; 2021-08-09
8007,2370,29-09-2021,290921,2370,361990,1,27-09-2021
8008,15175,29-09-2021,290921,15175,361988,1,27-09-2021
8009,12190,29-09-2021,290921,12190,361989,1,27-09-2021
8010,A155471,08-09-2021,80921,356498,155472,1,06-09-2021
8011,237932,08-09-2021,80921,59300,,0,
8012,A48333,14-09-2021,140921,47305,,0,
8013,48345,14-09-2021,140921,10649,,0,
8014,48346,14-09-2021,140921,3769,,0,
8015,39726,14-09-2021,140921,900,853683; 855539; 856549,3,2021-08-09; 2021-09-10; 2021-09-01
9730,6869,25-10-2021,251021,1445,855545; 890937,2,2021-09-15; 2021-10-21
8017,25113,14-09-2021,140921,25113,361973,1,10-09-2021
8018,66294,24-09-2021,240921,540,366841; 637012; 858279,3,2021-09-22; 2021-07-30; 2021-08-07
8019,126241,24-09-2021,240921,41391,367027,1,22-09-2021
8020,108858,24-09-2021,240921,690,8; 636231; 637068; 639747; 639768; 856524,6,2021-08-16; 2021-08-13; 2021-09-22; 2021-08-04; 2021-09-14; 2021-08-04
8021,96787,24-09-2021,240921,82581,365715,1,22-09-2021
8022,126021,24-09-2021,240921,1072657,,0,
8023,76531,24-09-2021,240921,130,2; 685809; 855728; 856412,4,2021-08-09; 2021-08-11; 2021-09-22; 2021-09-18
8024,20881,24-09-2021,240921,1530,637062,1,17-09-2021
8025,993751,24-09-2021,240921,185,,0,
8026,42898,24-09-2021,240921,245,47; 856518; 858278,3,2021-09-21; 2021-07-29; 2021-08-06
8027,57799,24-09-2021,240921,9290,,0,
8028,A55507,24-09-2021,240921,3351,,0,
8029,55582,24-09-2021,240921,20765,,0,
8030,39738,24-09-2021,240921,930,855551,1,22-09-2021
8031,19860,24-09-2021,240921,19860,361985,1,23-09-2021
8032,IKD1616683,17-08-2021,170821,325855,IKD1616083,1,15-08-2021
8033,A7296436,17-08-2021,170821,8685,853011,1,13-08-2021
8034,39466,17-08-2021,170821,690,8; 401808; 636231; 639747; 856524; 858267,6,2021-08-16; 2021-06-30; 2021-08-13; 2021-08-04; 2021-08-04; 2021-07-26
8035,107987,17-08-2021,170821,93980,79688,1,13-08-2021
11659,20864,30-10-2021,301021,1445,855545; 890937,2,2021-09-15; 2021-10-21
8037,1124,17-08-2021,170821,1010,856530,1,13-08-2021
8038,133386,17-08-2021,170821,75,858285,1,13-08-2021
8039,108355,17-08-2021,170821,65665,65471,1,13-08-2021
8040,483296,17-08-2021,170821,250946,420959,1,13-08-2021
8041,A59967,25-08-2021,250821,53707,,0,
8042,5485,25-08-2021,250821,2210,,0,
8696,32223,13-10-2021,131021,1430,401864; 805276,2,2021-09-02; 2021-10-11
8044,CDDO-068447,21-09-2021,210921,25828,,0,
8045,CDDO68447,27-07-2021,270721,11947,,0,
8046,3000,20-07-2021,200721,3000,,0,
8047,517,01-10-2021,11021,19935,856926,1,29-09-2021
8048,18882,01-10-2021,11021,1543825,635825,1,03-08-2021
8049,18878,01-10-2021,11021,1500000,635854; 635869; 635879,3,2021-08-25; 2021-09-09; 2021-09-24
8050,84710,01-10-2021,11021,3390,,0,
8051,126130,01-10-2021,11021,587,366746,1,28-09-2021
8052,108863,01-10-2021,11021,640,363975,1,08-09-2021
8053,126246,01-10-2021,11021,48354,367034,1,28-09-2021
8054,96794,01-10-2021,11021,85161,365722,1,28-09-2021
8055,135001,01-10-2021,11021,633104,,0,
8056,31998,01-10-2021,11021,5731,862008,1,29-09-2021
8057,3247,01-10-2021,11021,4165,366229,1,29-09-2021
8058,3219,01-10-2021,11021,155,36; 363968; 895074,3,2021-09-10; 2021-08-31; 2021-09-29
8059,3197,01-10-2021,11021,130,2; 363997; 685809; 855728; 856412,5,2021-08-09; 2021-09-29; 2021-08-11; 2021-09-22; 2021-09-18
8060,280,29-10-2021,291021,280,4252; 639786; 640007,3,2021-10-14; 2021-10-21; 2021-10-04
8061,48812,29-10-2021,291021,15585,,0,
8062,93817,29-10-2021,291021,39988,,0,
8063,44576,29-10-2021,291021,2385,882193,1,25-10-2021
8064,133898,29-10-2021,291021,2910,,0,
8065,107517,29-10-2021,291021,26655,,0,
8066,62081,29-10-2021,291021,570,156388,1,27-10-2021
8067,62053,29-10-2021,291021,695,51; 74; 685841; 856405,4,2021-09-25; 2021-10-20; 2021-09-02; 2021-09-13
8068,436257,29-10-2021,291021,885,156389; 366721; 855575,3,2021-10-28; 2021-09-01; 2021-10-18
8069,20567,29-10-2021,291021,722,,0,
8070,69457,29-10-2021,291021,11535,,0,
8071,139536,15-07-2021,150721,139536,853960,1,12-07-2021
8072,143833,15-07-2021,150721,143833,853959,1,12-07-2021
8073,6615,15-07-2021,150721,6615,362895; 853908; CPAAXBHPI8; CPAAXMRGM5; CPAAXNDKN1,5,2021-06-01; 2021-06-10; 2021-07-03; 2021-07-14; 2021-07-14
8074,69068,15-07-2021,150721,69068,853961,1,12-07-2021
8075,12700,15-07-2021,150721,12700,,0,
8076,A15415,15-07-2021,150721,15415,,0,
8077,15030,15-07-2021,150721,15030,,0,
8078,69484,10-08-2021,100821,19395,,0,
8079,13010,10-08-2021,100821,3305,,0,
8080,13009,10-08-2021,100821,30890,,0,
8081,6742,10-08-2021,100821,17600,,0,
8082,6620,10-08-2021,100821,13235,482947,1,07-08-2021
8083,2086,10-08-2021,100821,74335,,0,
8084,70897,10-08-2021,100821,52990,855210,1,07-08-2021
8085,5267,10-08-2021,100821,380,505094,1,07-07-2021
8086,59957,10-08-2021,100821,27530,364481,1,06-08-2021
8087,15790,10-08-2021,100821,128485,363275,1,06-08-2021
8088,66272,10-08-2021,100821,66430,365669,1,07-08-2021
8089,133236,10-08-2021,100821,1526833,,0,
8090,829484,10-08-2021,100821,1615,,0,
8091,4221,04-08-2021,40821,1150,856462,1,20-07-2021
8730,76731,22-10-2021,221021,1430,401864; 805276,2,2021-09-02; 2021-10-11
8093,4220,04-08-2021,40821,1965,314099,1,19-06-2021
8094,A487939,04-08-2021,40821,7530,,0,
9508,1430,10-11-2021,101121,1430,367525; 805276,2,2021-11-08; 2021-10-11
8096,14155,04-08-2021,40821,1475,852973,1,20-06-2021
11678,3224,13-10-2021,131021,1430,401864; 805276,2,2021-09-02; 2021-10-11
8098,150,04-08-2021,40821,150,83931; 637241; 685639; 853668; 858266,5,2021-08-02; 2021-07-13; 2021-06-19; 2021-07-25; 2021-07-26
8099,1020,04-08-2021,40821,1020,639743,1,02-08-2021
8100,840,04-08-2021,40821,840,639744,1,02-08-2021
8101,202652,09-08-2021,90821,945,,0,
8102,7296430,09-08-2021,90821,10750,853005,1,08-08-2021
8103,107980,09-08-2021,90821,79365,79681,1,06-08-2021
8104,1120,09-08-2021,90821,855,856526,1,06-08-2021
8105,60272,09-08-2021,90821,125,636211; 636224; 636590,3,2021-07-20; 2021-08-06; 2021-06-27
4071,88036,23-06-2021,230621,1405,636283; 853065,2,2021-06-21; 2021-06-17
8107,42523,09-08-2021,90821,47515,,0,
8108,483871,09-08-2021,90821,238610,420952,1,06-08-2021
8109,105274,09-08-2021,90821,105274,853987,1,06-08-2021
8110,133242,18-08-2021,180821,3013874,,0,
8111,6517045,18-08-2021,180821,1260,,0,
8112,828714,18-08-2021,180821,970,636293,1,01-07-2021
8113,6517046,18-08-2021,180821,1145,401843,1,12-08-2021
5993,3185,16-09-2021,160921,1405,358771; 363982,2,2021-08-05; 2021-09-14
8115,136683,18-08-2021,180821,68795,155635,1,16-08-2021
8116,136682,18-08-2021,180821,47040,155634,1,16-08-2021
5647,1390,16-07-2021,160721,1390,363884; 924137,2,2021-06-05; 2021-06-02
8118,14161,18-08-2021,180821,1230,,0,
8119,14162,18-08-2021,180821,1505,640388,1,09-08-2021
8120,537268,18-08-2021,180821,65,637268,1,16-08-2021
8121,993825,18-08-2021,180821,500,401815,1,09-07-2021
8122,285,18-08-2021,180821,285,83941; 366705; 858251,3,2021-08-16; 2021-08-15; 2021-07-09
12468,1390,15-01-2022,150122,1390,204; 366910,2,2022-01-13; 2021-12-03
8124,1085,18-08-2021,180821,1085,83943,1,16-08-2021
8721,6652,13-10-2021,131021,1385,856548; 882171,2,2021-08-31; 2021-10-11
8126,1410,18-08-2021,180821,1410,,0,
8127,48281,18-08-2021,180821,2750,358359,1,25-07-2021
8128,48280,18-08-2021,180821,3530,,0,
8129,48279,18-08-2021,180821,2710,,0,
8130,48309,20-08-2021,200821,21025,,0,
8131,48310,20-08-2021,200821,13020,,0,
8132,48282,20-08-2021,200821,285,83941; 366705; 858251,3,2021-08-16; 2021-08-15; 2021-07-09
8133,IKD1628576,20-08-2021,200821,752963,IKD1628572,1,19-08-2021
8134,7296440,20-08-2021,200821,12940,853015,1,18-08-2021
8135,617867,20-08-2021,200821,3465,,0,
8136,39485,04-09-2021,40921,61827,,0,
8137,39456,04-09-2021,40921,32542,482973,1,02-09-2021
8138,7338,04-09-2021,40921,5210,,0,
8139,7339,04-09-2021,40921,7245,,0,
8140,92421,04-09-2021,40921,87485,855235,1,02-09-2021
8141,85897,04-09-2021,40921,34295,858197,1,02-09-2021
8142,5482,04-09-2021,40921,2491,,0,
8143,59974,04-09-2021,40921,56609,367007,1,02-09-2021
8144,45643,04-09-2021,40921,108675,363203,1,02-09-2021
8145,108167,04-09-2021,40921,64958,365695,1,02-09-2021
8146,126004,04-09-2021,40921,1264417,,0,
8147,126240,23-09-2021,230921,51921,367026,1,21-09-2021
8148,108857,23-09-2021,230921,1691,,0,
8149,96786,23-09-2021,230921,113811,365714,1,21-09-2021
8150,126019,23-09-2021,230921,904838,,0,
8151,73530,23-09-2021,230921,150,83931; 855727; 858266,3,2021-08-02; 2021-09-21; 2021-07-26
8152,3241,23-09-2021,230921,17690,366221,1,21-09-2021
8153,31992,23-09-2021,230921,7945,,0,
8154,3213,23-09-2021,230921,290,636236; 636249; 639736; 895066,4,2021-08-18; 2021-08-31; 2021-07-26; 2021-09-21
8155,3191,23-09-2021,230921,680,363989; 366711; 636217; 858291,4,2021-09-21; 2021-08-24; 2021-07-28; 2021-08-15
8156,A213692,08-09-2021,80921,3395,363918; 365069; 637313,3,2021-07-12; 2021-08-21; 2021-08-30
8157,A27065,08-09-2021,80921,4215,,0,
8158,133861,08-09-2021,80921,20115,857932,1,13-08-2021
8159,86581,08-09-2021,80921,6200,,0,
8160,86582,08-09-2021,80921,41315,857924,1,09-08-2021
8161,86583,08-09-2021,80921,43250,,0,
8162,39460,08-09-2021,80921,25217,,0,
8163,39487,08-09-2021,80921,43711,,0,
8164,28890,08-09-2021,80921,28890,,0,
8165,3212,08-09-2021,80921,3212,,0,
8166,9325,08-09-2021,80921,9325,,0,
8167,9661,08-09-2021,80921,9661,,0,
8168,10680,08-09-2021,80921,10680,,0,
8169,3480558,22-09-2021,220921,12180,853037,1,18-09-2021
8170,617150,22-09-2021,220921,2790,,0,
8171,616983,22-09-2021,220921,5225,,0,
8172,A186924,22-09-2021,220921,130152,,0,
8173,60298,22-09-2021,220921,5235,,0,
8174,60322,22-09-2021,220921,3040,358799,1,01-09-2021
8175,133649,22-09-2021,220921,109139,858825,1,20-09-2021
8176,133650,22-09-2021,220921,113689,858826,1,20-09-2021
8177,133613,22-09-2021,220921,4245,,0,
8178,438247,22-09-2021,220921,49575,289494,1,20-09-2021
8179,58889,22-09-2021,220921,58889,854232,1,19-09-2021
8180,146992,22-09-2021,220921,146992,854231,1,18-09-2021
8181,2265,22-09-2021,220921,2265,856483,1,19-08-2021
8182,18502,22-09-2021,220921,515,6; 24; 637005; 637021; 853696; 856131,6,2021-08-12; 2021-08-31; 2021-07-29; 2021-07-31; 2021-08-21; 2021-09-20
8183,18501,22-09-2021,220921,260,83927; 853680; 856130,3,2021-07-29; 2021-08-05; 2021-09-20
8184,18676,22-09-2021,220921,1385,856548,1,31-08-2021
8185,32400,17-08-2021,170821,805,,0,
8186,88498,17-08-2021,170821,45195,359429,1,13-08-2021
8187,476194,17-08-2021,170821,3986,358378,1,13-08-2021
8188,84897,17-08-2021,170821,20115,857932,1,13-08-2021
8189,11344,17-08-2021,170821,315,313794; 637035; 685644; 858254,4,2021-06-28; 2021-08-16; 2021-08-13; 2021-07-12
8190,11345,17-08-2021,170821,725,685645,1,13-08-2021
8191,11346,17-08-2021,170821,255,685646,1,13-08-2021
8192,11347,17-08-2021,170821,395,685647,1,13-08-2021
8193,6747,17-08-2021,170821,19770,,0,
8194,6625,17-08-2021,170821,12585,482953,1,13-08-2021
8195,A063535,25-08-2021,250821,35770,,0,
8196,108155,25-08-2021,250821,70735,365683,1,21-08-2021
8197,108154,25-08-2021,250821,81965,365682,1,21-08-2021
8198,133246,25-08-2021,250821,2292856,,0,
13195,99990,23-02-2022,230222,1375,41; 20771,2,2022-02-21; 2022-02-21
8200,7114651,25-08-2021,250821,2955,,0,
8201,A855159,25-08-2021,250821,820,640363; 685807; 855156; 855525,4,2021-07-15; 2021-08-10; 2021-08-21; 2021-08-24
10758,133732,26-10-2021,261021,1370,856431; 856441,2,2021-10-12; 2021-10-22
14045,23365,12-01-2022,120122,1365,215572; 507542,2,2022-01-10; 2022-01-06
8204,A14163,25-08-2021,250821,3845,,0,
14056,41680,12-01-2022,120122,1365,215572; 507542,2,2022-01-10; 2022-01-06
12124,78947,11-01-2022,110122,1360,120490; 731421,2,2021-11-16; 2021-12-20
13069,99391,27-12-2021,271221,1360,120490; 731421,2,2021-11-16; 2021-12-20
8208,A585,25-08-2021,250821,585,83945; 83947; 895043,3,2021-08-18; 2021-08-21; 2021-08-24
8209,48312,25-08-2021,250821,41335,857907,1,26-07-2021
8210,48286,25-08-2021,250821,4390,,0,
8211,48283,25-08-2021,250821,3875,,0,
8212,48284,25-08-2021,250821,3455,,0,
8213,48285,25-08-2021,250821,3300,857921,1,05-08-2021
8214,3480568,05-10-2021,51021,11865,853047,1,01-10-2021
8215,8681,05-10-2021,51021,1075,,0,
14350,1350,24-02-2022,240222,1350,14759; 892888,2,2022-02-16; 2022-01-27
8217,133711,05-10-2021,51021,74880,858837,1,01-10-2021
8218,133622,05-10-2021,51021,625,366747; 853697; 856425,3,2021-09-30; 2021-08-22; 2021-10-01
8219,479571,05-10-2021,51021,32005,289504,1,01-10-2021
12137,9384883,04-01-2022,40122,1345,6188; 731410,2,2021-12-27; 2021-12-04
8221,948888,01-10-2021,11021,30,853679; 853690; 853692; 856407; 895069,5,2021-08-04; 2021-08-15; 2021-08-17; 2021-09-13; 2021-09-24
8222,108840,01-10-2021,11021,30,853679; 853690; 853692; 856407; 895069,5,2021-08-04; 2021-08-15; 2021-08-17; 2021-09-13; 2021-09-24
14109,9295,24-02-2022,240222,1345,43; 6188,2,2022-02-22; 2021-12-27
8224,993756,01-10-2021,11021,345,83933; 685834; 855721; 895042,4,2021-08-10; 2021-08-31; 2021-09-13; 2021-08-24
8225,17850,01-10-2021,11021,17850,361992,1,29-09-2021
8226,97707,29-10-2021,291021,15077,,0,
8227,97630,29-10-2021,291021,11456,483128,1,27-10-2021
8228,24147,29-10-2021,291021,34680,,0,
8229,92467,29-10-2021,291021,55310,855281,1,27-10-2021
8230,520,29-10-2021,291021,520,32; 44; 363988; 636676; 685838; 976566,6,2021-09-06; 2021-09-18; 2021-09-20; 2021-08-31; 2021-09-02; 2021-10-08
8231,875,29-10-2021,291021,875,685844,1,06-09-2021
8232,84727,29-10-2021,291021,780,61; 1538; 685842,3,2021-10-06; 2021-09-30; 2021-09-04
8233,126145,29-10-2021,291021,1761,366769,1,27-10-2021
8234,108755,29-10-2021,291021,2430,,0,
8235,108890,29-10-2021,291021,76867,367062,1,27-10-2021
8236,96914,29-10-2021,291021,93976,365750,1,27-10-2021
8237,134771,29-10-2021,291021,1500,942908,1,27-10-2021
8238,16649,15-07-2021,150721,4545,,0,
8239,66230,15-07-2021,150721,133000,361515,1,05-07-2021
8240,89795,15-07-2021,150721,39840,854663,1,12-07-2021
15445,1340,27-04-2022,270422,1340,9507; 215633,2,2022-03-22; 2022-03-11
8242,89797,15-07-2021,150721,41120,854665,1,12-07-2021
8243,5584,15-07-2021,150721,37040,854542,1,12-07-2021
8244,5585,15-07-2021,150721,35360,854543,1,12-07-2021
8245,5586,15-07-2021,150721,42960,854544,1,12-07-2021
8246,5587,15-07-2021,150721,36490,854545,1,12-07-2021
8247,71760,15-07-2021,150721,34995,,0,
8248,71759,15-07-2021,150721,21220,,0,
8249,7671,15-07-2021,150721,50925,,0,
8250,76324,15-07-2021,150721,31750,482924,1,12-07-2021
8251,104145,15-07-2021,150721,40460,,0,
8252,104147,15-07-2021,150721,36295,,0,
8253,104146,15-07-2021,150721,21795,,0,
8254,77089,15-07-2021,150721,5665,,0,
8255,30635,15-07-2021,150721,30635,,0,
8256,64735,15-07-2021,150721,64735,,0,
8257,46040,15-07-2021,150721,46040,,0,
8258,5165,15-07-2021,150721,5165,,0,
8259,6410,15-07-2021,150721,6410,,0,
8260,993819,10-08-2021,100821,180,358751; 636203; 636210; 853681; 976330,5,2021-07-16; 2021-07-12; 2021-07-19; 2021-08-06; 2021-07-13
8261,690,10-08-2021,100821,690,401808; 639747; 856524; 858267,4,2021-06-30; 2021-08-04; 2021-08-04; 2021-07-26
8262,307540,10-08-2021,100821,187158,,0,
8263,202657,06-08-2021,60821,1435,,0,
8264,107978,06-08-2021,60821,88640,79679,1,04-08-2021
8265,1118,06-08-2021,60821,690,401808; 639747; 856524; 858267,4,2021-06-30; 2021-08-04; 2021-08-04; 2021-07-26
8266,A361783,04-08-2021,40821,9585,853441,1,12-07-2021
16857,9507,24-03-2022,240322,1340,9507; 215633,2,2022-03-22; 2022-03-11
8268,1114,01-08-2021,10821,1335,856519,1,30-07-2021
8269,1091,01-08-2021,10821,1330,640373; 856470,2,2021-07-26; 2021-07-30
8270,60269,01-08-2021,10821,460,505096; 636221; 858253,3,2021-07-07; 2021-07-30; 2021-07-12
8271,60248,01-08-2021,10821,103170,79674,1,30-07-2021
8272,1072,01-08-2021,10821,100,858271,1,29-07-2021
8273,42516,01-08-2021,10821,97975,,0,
8274,6364673,09-08-2021,90821,174630,364673,1,06-08-2021
8275,33571,09-08-2021,90821,74088,,0,
8276,58141,09-08-2021,90821,27535,,0,
8277,32394,09-08-2021,90821,1050,358772,1,06-08-2021
8278,12905,09-08-2021,90821,12905,358371,1,06-08-2021
8279,84888,09-08-2021,90821,29325,857922,1,06-08-2021
4523,39319,18-06-2021,180621,1325,314089; 853064,2,2021-06-07; 2021-06-16
8281,11343,09-08-2021,90821,280,685643,1,04-08-2021
8282,69483,09-08-2021,90821,19715,,0,
8283,6741,09-08-2021,90821,21185,,0,
8284,6619,09-08-2021,90821,12670,482946,1,05-08-2021
8285,36995,09-08-2021,90821,36995,63958,1,06-08-2021
8286,70896,09-08-2021,90821,12695,855209,1,06-08-2021
8287,IKD1681230,26-08-2021,260821,342104,IKD1661230,1,24-08-2021
8288,A859770,26-08-2021,260821,665,83949; 636202; 640360,3,2021-08-24; 2021-07-12; 2021-07-11
8289,60302,20-08-2021,200821,1400,856535,1,18-08-2021
8290,60276,20-08-2021,200821,2265,856483,1,19-08-2021
8291,107992,20-08-2021,200821,107120,79693,1,18-08-2021
8292,39469,20-08-2021,200821,290,636236; 639727; 639736,3,2021-08-18; 2021-07-17; 2021-07-26
8293,483793,20-08-2021,200821,306407,420964,1,18-08-2021
8294,784198,20-08-2021,200821,50390,289467,1,18-08-2021
8295,2141473,20-08-2021,200821,20965,,0,
8296,108046,20-08-2021,200821,40880,365362,1,18-08-2021
8297,27053,20-08-2021,200821,6525,358784,1,18-08-2021
8298,476497,20-08-2021,200821,8205,358383,1,18-08-2021
8299,108953,20-08-2021,200821,25090,857938,1,18-08-2021
8300,11348,20-08-2021,200821,455,120391; 636595; 685648; 685808; 853480; 895014,6,2021-07-22; 2021-07-03; 2021-08-18; 2021-08-11; 2021-08-16; 2021-07-26
8301,3202,04-09-2021,40921,1410,895053,1,02-09-2021
7288,1325,27-08-2021,270821,1325,366706; 639752,2,2021-08-16; 2021-08-25
8303,3227,04-09-2021,40921,6680,366202,1,02-09-2021
8304,31977,04-09-2021,40921,5941,,0,
9510,1325,10-11-2021,101121,1325,368604; 890947,2,2021-11-08; 2021-10-30
8306,340,04-09-2021,40921,340,636241; 854593; 857951,3,2021-08-24; 2021-07-22; 2021-07-30
8307,66718,04-09-2021,40921,1430,401864,1,02-09-2021
8308,5712,04-09-2021,40921,650,635805,1,10-08-2021
8309,48297,04-09-2021,40921,4856,,0,
8310,48293,04-09-2021,40921,757,,0,
8311,48326,04-09-2021,40921,36290,,0,
8312,13091,04-09-2021,40921,13091,361965,1,02-09-2021
8313,20880,23-09-2021,230921,3400,400641,1,12-08-2021
8314,5725,23-09-2021,230921,600,,0,
8315,42897,23-09-2021,230921,3165,,0,
8316,57798,23-09-2021,230921,9235,,0,
8317,55507,23-09-2021,230921,3832,,0,
8318,55578,23-09-2021,230921,38510,,0,
8319,55579,23-09-2021,230921,29335,,0,
8320,16745,23-09-2021,230921,16745,361984,1,20-09-2021
8321,A340,28-09-2021,280921,340,636241,1,24-08-2021
8322,58076,08-09-2021,80921,158512,,0,
8323,66277,08-09-2021,80921,820,366824; 640363; 685807; 855156; 855525,5,2021-09-06; 2021-07-15; 2021-08-10; 2021-08-21; 2021-08-24
8324,66273,08-09-2021,80921,1230,366825,1,06-09-2021
8325,A45645,08-09-2021,80921,158990,363206,1,06-09-2021
8326,45647,08-09-2021,80921,72970,363207,1,06-09-2021
8327,108170,08-09-2021,80921,64222,365698,1,06-09-2021
8328,108171,08-09-2021,80921,77366,365699,1,06-09-2021
8329,126007,08-09-2021,80921,2285355,,0,
8330,98626,22-09-2021,220921,4340,,0,
8331,133936,22-09-2021,220921,8461,359468,1,20-09-2021
8332,133872,22-09-2021,220921,21555,,0,
8333,88424,22-09-2021,220921,46463,359384,1,20-09-2021
8334,133935,22-09-2021,220921,61140,359467,1,20-09-2021
8335,952604,22-09-2021,220921,5560,,0,
8336,952603,22-09-2021,220921,5250,,0,
8337,952602,22-09-2021,220921,4095,365078,1,31-08-2021
8338,86600,22-09-2021,220921,48045,,0,
8339,86601,22-09-2021,220921,33635,,0,
8340,86602,22-09-2021,220921,40085,,0,
8341,3589696,22-09-2021,220921,2100,,0,
8342,69125,22-09-2021,220921,1950,,0,
14730,1325,28-02-2022,280222,1325,226800; 507141,2,2022-02-16; 2022-01-09
8344,5994,22-09-2021,220921,31190,59944,1,20-09-2021
8345,3480545,06-09-2021,60921,9320,853028,1,03-09-2021
8346,617571,06-09-2021,60921,2050,,0,
8347,133633,06-09-2021,60921,60935,858809,1,03-09-2021
7189,39729,15-09-2021,150921,1320,640367; 855542,2,2021-07-20; 2021-09-12
8349,275,06-09-2021,60921,275,,0,
8350,205606,06-09-2021,60921,205606,854215,1,03-09-2021
8351,133825,06-09-2021,60921,87175,856865,1,03-09-2021
8352,60726,06-09-2021,60921,42840,,0,
6367,18510,30-09-2021,300921,1310,638519; 856140,2,2021-08-31; 2021-09-26
8354,133919,06-09-2021,60921,48770,359451,1,03-09-2021
8355,133859,06-09-2021,60921,5282,358399,1,03-09-2021
8356,22255,17-08-2021,170821,22255,,0,
8357,A635832,17-08-2021,170821,1543825,635825,1,03-08-2021
8358,858023,17-08-2021,170821,1815,,0,
8359,53205,17-08-2021,170821,68110,365675,1,13-08-2021
8360,133241,17-08-2021,170821,1185419,,0,
8361,828193,17-08-2021,170821,1830,,0,
8362,5855151,17-08-2021,170821,230,685642; 685796; 855151,3,2021-07-06; 2021-07-29; 2021-08-13
8363,59156,17-08-2021,170821,5365,,0,
8364,136681,17-08-2021,170821,82825,155633,1,13-08-2021
8365,48368,25-08-2021,250821,48368,854204,1,23-08-2021
8366,54768,25-08-2021,250821,8985,,0,
8367,69497,25-08-2021,250821,6935,,0,
8368,92411,25-08-2021,250821,10100,855226,1,23-08-2021
8369,92412,25-08-2021,250821,81562,855225,1,23-08-2021
8370,66722,13-09-2021,130921,1585,,0,
8371,42888,13-09-2021,130921,430,34; 120390; 366704; 366720; 636218; 639740; 853669,7,2021-09-08; 2021-07-22; 2021-08-14; 2021-08-31; 2021-07-27; 2021-07-29; 2021-07-26
8372,57789,13-09-2021,130921,14636,,0,
8849,A973980,22-11-2021,221121,1310,805298; 856140,2,2021-11-01; 2021-09-26
8374,9429,05-10-2021,51021,9429,854308,1,01-10-2021
8375,20,05-10-2021,51021,20,638554,1,04-10-2021
8376,18687,05-10-2021,51021,480,83940,1,12-08-2021
8377,24077,05-10-2021,51021,89445,856893,1,01-10-2021
8378,18513,05-10-2021,51021,160,856143,1,01-10-2021
8379,67344,05-10-2021,51021,14315,,0,
