Sr.No.,Bank,Challan No.,Challan Date,Challan Amt,ACC Unit,TC Number
6949,S B I  JHANSI,853640,19-Jul-21,719930,NCR JHS 03,3.21102E+14
6950,S B I  JHANSI,853641,19-Jul-21,1,NCR JHS 03,3.21102E+14
6951,S B I  JHANSI,853642,20-Jul-21,28276,NCR JHS 03,3.21102E+14
6952,S B I  JHANSI,853643,20-Jul-21,683974,NCR JHS 03,3.21102E+14
6953,S B I  JHANSI,853644,22-Apr-21,26728,NCR JHS 03,3.21102E+14
6954,S B I  JHANSI,853645,22-Apr-21,1128865,NCR JHS 03,3.21102E+14
6955,S B I  JHANSI,853646,22-Jul-21,29306,NCR JHS 03,3.21102E+14
6956,S B I  JHANSI,853647,22-Jul-21,726410,NCR JHS 03,3.21102E+14
6957,S B I  JHANSI,853648,23-Jul-21,824863,NCR JHS 03,3.21102E+14
6958,S B I  JHANSI,853649,23-Jul-21,19146,NCR JHS 03,3.21102E+14
6959,S B I  JHANSI,853650,26-Jul-21,20074,NCR JHS 03,3.21102E+14
6960,SBI TALBEHAT,853651,08-Jul-21,90,NCR JHS 03,3.21102E+14
6961,SBI TALBEHAT,853652,09-Jul-21,335,NCR JHS 03,3.21102E+14
6962,SBI TALBEHAT,853653,12-Jul-21,225,NCR JHS 03,3.21102E+14
6963,SBI TALBEHAT,853654,12-Jul-21,60,NCR JHS 03,3.21102E+14
6964,SBI TALBEHAT,853655,12-Jul-21,120,NCR JHS 03,3.21102E+14
6965,SBI TALBEHAT,853656,13-Jul-21,590,NCR JHS 03,3.21102E+14
6966,SBI TALBEHAT,853657,14-Jul-21,355,NCR JHS 03,3.21102E+14
6967,SBI TALBEHAT,853658,15-Jul-21,670,NCR JHS 03,3.21102E+14
6968,SBI TALBEHAT,853659,16-Jul-21,90,NCR JHS 03,3.21102E+14
6969,S B I HARPALPUR,853660,17-Jul-21,30,NCR JHS 03,3.21102E+14
6970,SBI TALBEHAT,853661,17-Jul-21,240,NCR JHS 03,3.21102E+14
6971,SBI TALBEHAT,853662,19-Jul-21,60,NCR JHS 03,3.21102E+14
6972,SBI TALBEHAT,853663,20-Jul-21,300,NCR JHS 03,3.21102E+14
6973,SBI TALBEHAT,853664,21-Jul-21,370,NCR JHS 03,3.21102E+14
6974,SBI TALBEHAT,853665,21-Jul-21,295,NCR JHS 03,3.21102E+14
6975,SBI TALBEHAT,853666,22-Jul-21,270,NCR JHS 03,3.21102E+14
6976,SBI TALBEHAT,853667,24-Jul-21,300,NCR JHS 03,3.21102E+14
6977,SBI TALBEHAT,853668,25-Jul-21,150,NCR JHS 03,3.21102E+14
6978,SBI TALBEHAT,853669,26-Jul-21,430,NCR JHS 03,3.21102E+14
6979,SBI TALBEHAT,853670,27-Jul-21,60,NCR JHS 03,3.21102E+14
6980,SBI TALBEHAT,853671,28-Jul-21,370,NCR JHS 03,3.21102E+14
6981,SBI TALBEHAT,853672,29-Jul-21,450,NCR JHS 03,3.21102E+14
6982,SBI TALBEHAT,853674,30-Jul-21,120,NCR JHS 03,3.21102E+14
6983,SBI TALBEHAT,853675,31-Jul-21,60,NCR JHS 03,3.21102E+14
6984,SBI TALBEHAT,853676,01-Aug-21,355,NCR JHS 03,3.21102E+14
6985,SBI TALBEHAT,853678,03-Aug-21,90,NCR JHS 03,3.21102E+14
6986,SBI TALBEHAT,853679,04-Aug-21,30,NCR JHS 03,3.21102E+14
6987,SBI TALBEHAT,853680,05-Aug-21,260,NCR JHS 03,3.21102E+14
6988,SBI TALBEHAT,853681,06-Aug-21,180,NCR JHS 03,3.21102E+14
6989,SBI TALBEHAT,853682,08-Aug-21,1080,NCR JHS 03,3.21102E+14
6990,SBI TALBEHAT,853683,09-Aug-21,900,NCR JHS 03,3.21102E+14
6991,SBI TALBEHAT,853684,09-Aug-21,685,NCR JHS 03,3.21102E+14
6992,SBI TALBEHAT,853685,10-Aug-21,400,NCR JHS 03,3.21102E+14
6993,SBI TALBEHAT,853686,11-Aug-21,250,NCR JHS 03,3.21102E+14
6994,SBI TALBEHAT,853687,12-Aug-21,120,NCR JHS 03,3.21102E+14
6995,SBI TALBEHAT,853688,13-Aug-21,270,NCR JHS 03,3.21102E+14
6996,SBI TALBEHAT,853689,14-Aug-21,200,NCR JHS 03,3.21102E+14
6997,SBI TALBEHAT,853690,15-Aug-21,30,NCR JHS 03,3.21102E+14
6998,SBI TALBEHAT,853691,16-Aug-21,180,NCR JHS 03,3.21102E+14
6999,SBI TALBEHAT,853692,17-Aug-21,30,NCR JHS 03,3.21102E+14
7000,SBI TALBEHAT,853693,18-Aug-21,60,NCR JHS 03,3.21102E+14
7001,SBI TALBEHAT,853694,19-Aug-21,145,NCR JHS 03,3.21102E+14
7002,SBI TALBEHAT,853695,20-Aug-21,355,NCR JHS 03,3.21102E+14
7003,SBI TALBEHAT,853696,21-Aug-21,515,NCR JHS 03,3.21102E+14
7004,SBI TALBEHAT,853697,22-Aug-21,625,NCR JHS 03,3.21102E+14
7005,SBI TALBEHAT,853698,23-Aug-21,360,NCR JHS 03,3.21102E+14
7006,SBI TALBEHAT,853699,24-Aug-21,720,NCR JHS 03,3.21102E+14
7007,S B I  MORENA,853902,25-May-21,3025,NCR JHS 03,3.21102E+14
7008,S B I  MORENA,853907,02-Jun-21,23155,NCR JHS 03,3.21102E+14
7009,S B I  MORENA,853908,10-Jun-21,6615,NCR JHS 03,3.21102E+14
7010,S B I  MORENA,853911,11-Jun-21,26460,NCR JHS 03,3.21102E+14
7011,S B I  MORENA,853914,17-Jun-21,5105,NCR JHS 03,3.21102E+14
7012,S B I  MORENA,853915,18-Jun-21,1135,NCR JHS 03,3.21102E+14
7013,S B I  MORENA,853917,19-Jun-21,34915,NCR JHS 03,3.21102E+14
7014,S B I  MORENA,853918,23-Jun-21,2365,NCR JHS 03,3.21102E+14
7015,S B I  MORENA,853919,24-Jun-21,13231,NCR JHS 03,3.21102E+14
7016,S B I  MORENA,853927,19-Jul-21,111385,NCR JHS 03,3.21102E+14
7017,S B I  MORENA,853928,23-Jul-21,67350,NCR JHS 03,3.21102E+14
7018,S B I  MORENA,853930,26-Jul-21,6300,NCR JHS 03,3.21102E+14
7019,S B I  MORENA,853932,28-Jul-21,6300,NCR JHS 03,3.21102E+14
7020,S B I  MORENA,853934,30-Jul-21,9450,NCR JHS 03,3.21102E+14
7021,S B I  MORENA,853938,03-Aug-21,22350,NCR JHS 03,3.21102E+14
7022,S B I  MORENA,853941,18-Aug-21,6300,NCR JHS 03,3.21102E+14
7023,S B I  MORENA,853945,20-Aug-21,5360,NCR JHS 03,3.21102E+14
7024,S B I  MORENA,853949,03-Sep-21,35280,NCR JHS 03,3.21102E+14
7025,S B I  MORENA,853950,07-Sep-21,75600,NCR JHS 03,3.21102E+14
7026,S B I  MORENA,853951,02-Jul-21,113775,NCR JHS 03,3.21102E+14
7027,S B I  MORENA,853952,03-Jul-21,107911,NCR JHS 03,3.21102E+14
7028,S B I  MORENA,853953,05-Jul-21,181099,NCR JHS 03,3.21102E+14
7029,S B I  MORENA,853954,05-Jul-21,90817,NCR JHS 03,3.21102E+14
7030,S B I  MORENA,853955,06-Jul-21,172685,NCR JHS 03,3.21102E+14
7031,S B I  MORENA,853956,07-Jul-21,182390,NCR JHS 03,3.21102E+14
7032,S B I  MORENA,853957,09-Jul-21,143865,NCR JHS 03,3.21102E+14
7033,S B I  MORENA,853958,09-Jul-21,143588,NCR JHS 03,3.21102E+14
7034,S B I  MORENA,853959,12-Jul-21,143833,NCR JHS 03,3.21102E+14
7035,S B I  MORENA,853960,12-Jul-21,139536,NCR JHS 03,3.21102E+14
7036,S B I  MORENA,853961,12-Jul-21,69068,NCR JHS 03,3.21102E+14
7037,S B I  MORENA,853962,13-Jul-21,160248,NCR JHS 03,3.21102E+14
7038,S B I  MORENA,853963,14-Jul-21,135311,NCR JHS 03,3.21102E+14
7039,S B I  MORENA,853964,15-Jul-21,154078,NCR JHS 03,3.21102E+14
7040,S B I  MORENA,853965,16-Jul-21,138504,NCR JHS 03,3.21102E+14
7041,S B I  MORENA,853966,17-Jul-21,147053,NCR JHS 03,3.21102E+14
7042,S B I  MORENA,853968,19-Jul-21,111053,NCR JHS 03,3.21102E+14
7043,S B I  MORENA,853969,19-Jul-21,52099,NCR JHS 03,3.21102E+14
7044,S B I  MORENA,853970,20-Jul-21,103680,NCR JHS 03,3.21102E+14
7045,S B I  MORENA,853971,22-Jul-21,145128,NCR JHS 03,3.21102E+14
7046,S B I  MORENA,853972,27-Jul-21,113113,NCR JHS 03,3.21102E+14
7047,S B I  MORENA,853973,23-Jul-21,152850,NCR JHS 03,3.21102E+14
7048,S B I  MORENA,853974,26-Jul-21,104130,NCR JHS 03,3.21102E+14
7049,S B I  MORENA,853975,26-Jul-21,117728,NCR JHS 03,3.21102E+14
7050,S B I  MORENA,853976,26-Jul-21,89194,NCR JHS 03,3.21102E+14
7051,S B I  MORENA,853977,27-Jul-21,219597,NCR JHS 03,3.21102E+14
7052,S B I  MORENA,853978,28-Jul-21,182251,NCR JHS 03,3.21102E+14
7053,S B I  MORENA,853979,29-Jul-21,125187,NCR JHS 03,3.21102E+14
7054,S B I  MORENA,853980,30-Jul-21,144992,NCR JHS 03,3.21102E+14
7055,S B I  MORENA,853981,31-Jul-21,160079,NCR JHS 03,3.21102E+14
7056,S B I  MORENA,853982,02-Aug-21,165482,NCR JHS 03,3.21102E+14
7057,S B I  MORENA,853983,02-Aug-21,62289,NCR JHS 03,3.21102E+14
7058,S B I  MORENA,853984,03-Aug-21,146080,NCR JHS 03,3.21102E+14
7059,S B I  MORENA,853985,04-Aug-21,144557,NCR JHS 03,3.21102E+14
7060,S B I  MORENA,853986,05-Aug-21,118498,NCR JHS 03,3.21102E+14
7061,S B I  MORENA,853987,06-Aug-21,105274,NCR JHS 03,3.21102E+14
7062,S B I  MORENA,853988,07-Aug-21,94259,NCR JHS 03,3.21102E+14
7063,S B I  MORENA,853989,07-Aug-21,115142,NCR JHS 03,3.21102E+14
7064,S B I  MORENA,853990,09-Aug-21,72549,NCR JHS 03,3.21102E+14
7065,S B I  MORENA,853993,11-Aug-21,115583,NCR JHS 03,3.21102E+14
7066,S B I  MORENA,853994,13-Aug-21,124873,NCR JHS 03,3.21102E+14
7067,S B I  MORENA,853995,13-Aug-21,174293,NCR JHS 03,3.21102E+14
7068,S B I  MORENA,853996,14-Aug-21,105082,NCR JHS 03,3.21102E+14
7069,S B I  MORENA,853997,11-Aug-21,57447,NCR JHS 03,3.21102E+14
7070,S B I  MORENA,853998,16-Aug-21,194751,NCR JHS 03,3.21102E+14
7071,S B I  MORENA,853999,17-Aug-21,130269,NCR JHS 03,3.21102E+14
7072,S B I  MORENA,854000,09-Aug-21,101736,NCR JHS 03,3.21102E+14
7073,S B I KHAJURAHO,854108,03-Jun-21,36940,NCR JHS 03,3.21102E+14
7074,S B I KHAJURAHO,854134,29-Jun-21,86795,NCR JHS 03,3.21102E+14
7075,S B I CHHATARPUR,854186,02-Aug-21,19405,NCR JHS 03,3.21102E+14
7076,S B I  MORENA,854201,21-Aug-21,98629,NCR JHS 03,3.21102E+14
7077,S B I  MORENA,854202,20-Aug-21,122770,NCR JHS 03,3.21102E+14
7078,S B I  MORENA,854203,23-Aug-21,124150,NCR JHS 03,3.21102E+14
7079,S B I  MORENA,854204,23-Aug-21,48368,NCR JHS 03,3.21102E+14
7080,S B I  MORENA,854205,23-Aug-21,143641,NCR JHS 03,3.21102E+14
7081,S B I  MORENA,854206,25-Aug-21,129303,NCR JHS 03,3.21102E+14
7082,S B I  MORENA,854207,26-Aug-21,162949,NCR JHS 03,3.21102E+14
7083,S B I  MORENA,854208,27-Aug-21,191749,NCR JHS 03,3.21102E+14
7084,S B I  MORENA,854209,28-Aug-21,155226,NCR JHS 03,3.21102E+14
7085,S B I  MORENA,854210,30-Aug-21,188622,NCR JHS 03,3.21102E+14
7086,S B I  MORENA,854211,30-Aug-21,105316,NCR JHS 03,3.21102E+14
7087,S B I  MORENA,854212,01-Sep-21,121671,NCR JHS 03,3.21102E+14
7088,S B I  MORENA,854213,01-Sep-21,135978,NCR JHS 03,3.21102E+14
7089,S B I  MORENA,854214,01-Sep-21,169825,NCR JHS 03,3.21102E+14
7090,S B I  MORENA,854215,03-Sep-21,205606,NCR JHS 03,3.21102E+14
7091,S B I  MORENA,854216,03-Sep-21,198155,NCR JHS 03,3.21102E+14
7092,S B I  MORENA,854217,04-Sep-21,186879,NCR JHS 03,3.21102E+14
7093,S B I  MORENA,854218,05-Sep-21,83345,NCR JHS 03,3.21102E+14
7094,S B I  MORENA,854219,06-Sep-21,199645,NCR JHS 03,3.21102E+14
7095,S B I  MORENA,854220,07-Sep-21,181458,NCR JHS 03,3.21102E+14
7096,S B I  MORENA,854221,08-Sep-21,163865,NCR JHS 03,3.21102E+14
7097,S B I  MORENA,854222,09-Sep-21,142348,NCR JHS 03,3.21102E+14
7098,S B I  MORENA,854223,10-Sep-21,167424,NCR JHS 03,3.21102E+14
7099,S B I  MORENA,854224,11-Sep-21,169398,NCR JHS 03,3.21102E+14
7100,S B I  MORENA,854225,12-Sep-21,77148,NCR JHS 03,3.21102E+14
7101,S B I  MORENA,854226,13-Sep-21,149139,NCR JHS 03,3.21102E+14
7102,S B I  MORENA,854227,14-Sep-21,168748,NCR JHS 03,3.21102E+14
7103,S B I  MORENA,854228,16-Sep-21,134750,NCR JHS 03,3.21102E+14
7104,S B I  MORENA,854229,16-Sep-21,145554,NCR JHS 03,3.21102E+14
7105,S B I  MORENA,854230,19-Sep-21,149885,NCR JHS 03,3.21102E+14
7106,S B I  MORENA,854231,18-Sep-21,146992,NCR JHS 03,3.21102E+14
7107,S B I  MORENA,854232,19-Sep-21,58889,NCR JHS 03,3.21102E+14
7108,S B I  MORENA,854233,20-Sep-21,137230,NCR JHS 03,3.21102E+14
7109,S B I  MORENA,854234,21-Sep-21,201468,NCR JHS 03,3.21102E+14
7110,S B I  MORENA,854235,23-Sep-21,180947,NCR JHS 03,3.21102E+14
7111,S B I  MORENA,854236,24-Sep-21,197623,NCR JHS 03,3.21102E+14
7112,S B I  MORENA,854237,27-Sep-21,174608,NCR JHS 03,3.21102E+14
7113,S B I  MORENA,854238,25-Sep-21,140736,NCR JHS 03,3.21102E+14
7114,S B I  MORENA,854239,26-Sep-21,92333,NCR JHS 03,3.21102E+14
7115,S B I  MORENA,854240,27-Sep-21,176139,NCR JHS 03,3.21102E+14
7116,S B I  MORENA,854241,28-Sep-21,163702,NCR JHS 03,3.21102E+14
7117,S B I  MORENA,854242,29-Sep-21,150669,NCR JHS 03,3.21102E+14
7118,S B I  MORENA,854243,30-Sep-21,113697,NCR JHS 03,3.21102E+14
7119,S B I  MORENA,854244,01-Oct-21,184697,NCR JHS 03,3.21102E+14
7120,S B I  MORENA,854245,02-Oct-21,119399,NCR JHS 03,3.21102E+14
7121,S B I  MORENA,854246,03-Oct-21,82351,NCR JHS 03,3.21102E+14
7122,S B I  MORENA,854247,01-Oct-21,156892,NCR JHS 03,3.21102E+14
7123,S B I  MORENA,854248,06-Oct-21,133082,NCR JHS 03,3.21102E+14
7124,S B I  MORENA,854249,07-Oct-21,107074,NCR JHS 03,3.21102E+14
7125,S B I  MORENA,854250,07-Oct-21,148412,NCR JHS 03,3.21102E+14
7126,S B I  MORENA,854302,16-Sep-21,18900,NCR JHS 03,3.21102E+14
7127,S B I  MORENA,854304,26-Sep-21,6615,NCR JHS 03,3.21102E+14
7128,S B I  MORENA,854305,29-Sep-21,16223,NCR JHS 03,3.21102E+14
7129,S B I  MORENA,854308,01-Oct-21,9429,NCR JHS 03,3.21102E+14
7130,S B I  MORENA,854309,01-Oct-21,8033,NCR JHS 03,3.21102E+14
7131,S B I  MORENA,854313,11-Oct-21,36698,NCR JHS 03,3.21102E+14
7132,S B I  MORENA,854315,16-Oct-21,11575,NCR JHS 03,3.21102E+14
7133,S B I  MORENA,854318,25-Oct-21,49298,NCR JHS 03,3.21102E+14
7134,S B I  MORENA,854319,26-Oct-21,24450,NCR JHS 03,3.21102E+14
7135,S B I  MORENA,854322,05-Nov-21,33705,NCR JHS 03,3.21102E+14
7136,S B I  MORENA,854323,15-Nov-21,49298,NCR JHS 03,3.21102E+14
7137,S B I  MORENA,854325,22-Nov-21,46950,NCR JHS 03,3.21102E+14
7138,S B I  MORENA,854326,22-Nov-21,11825,NCR JHS 03,3.21102E+14
7139,S B I  MORENA,854328,30-Nov-21,7718,NCR JHS 03,3.21102E+14
7140,S B I  MORENA,854333,08-Dec-21,36540,NCR JHS 03,3.21102E+14
7141,S B I  MORENA,854334,10-Dec-21,31500,NCR JHS 03,3.21102E+14
7142,S B I  MORENA,854335,13-Dec-21,149415,NCR JHS 03,3.21102E+14
7143,S B I  MORENA,854337,14-Dec-21,315,NCR JHS 03,3.21102E+14
7144,S B I  MORENA,854338,20-Dec-21,1575,NCR JHS 03,3.21102E+14
7145,S B I  MORENA,854339,23-Dec-21,23940,NCR JHS 03,3.21102E+14
7146,S B I  MORENA,854351,11-Oct-21,151603,NCR JHS 03,3.21102E+14
7147,S B I  MORENA,854352,11-Oct-21,142493,NCR JHS 03,3.21102E+14
7148,S B I  MORENA,854353,11-Oct-21,39742,NCR JHS 03,3.21102E+14
7149,S B I  MORENA,854354,12-Oct-21,145269,NCR JHS 03,3.21102E+14
7150,S B I  MORENA,854355,13-Oct-21,125910,NCR JHS 03,3.21102E+14
7151,S B I  MORENA,854356,14-Oct-21,130659,NCR JHS 03,3.21102E+14
7152,S B I  MORENA,854357,16-Oct-21,132946,NCR JHS 03,3.21102E+14
7153,S B I  MORENA,854358,16-Oct-21,137446,NCR JHS 03,3.21102E+14
7154,S B I  MORENA,854359,18-Oct-21,148393,NCR JHS 03,3.21102E+14
7155,S B I  MORENA,854360,18-Oct-21,63664,NCR JHS 03,3.21102E+14
7156,S B I  MORENA,854361,20-Oct-21,173778,NCR JHS 03,3.21102E+14
7157,S B I  MORENA,854362,20-Oct-21,166670,NCR JHS 03,3.21102E+14
7158,S B I  MORENA,854363,21-Oct-21,128587,NCR JHS 03,3.21102E+14
7159,S B I  MORENA,854364,22-Oct-21,113155,NCR JHS 03,3.21102E+14
7160,S B I  MORENA,854365,25-Oct-21,146603,NCR JHS 03,3.21102E+14
7161,S B I  MORENA,854366,25-Oct-21,113649,NCR JHS 03,3.21102E+14
7162,S B I  MORENA,854367,25-Oct-21,49593,NCR JHS 03,3.21102E+14
7163,S B I  MORENA,854368,26-Oct-21,151681,NCR JHS 03,3.21102E+14
7164,S B I  MORENA,854369,27-Oct-21,124160,NCR JHS 03,3.21102E+14
7165,S B I  MORENA,854370,28-Oct-21,111364,NCR JHS 03,3.21102E+14
7166,S B I  MORENA,854371,29-Oct-21,189246,NCR JHS 03,3.21102E+14
7167,S B I  MORENA,854372,30-Oct-21,108576,NCR JHS 03,3.21102E+14
7168,S B I  MORENA,854373,01-Nov-21,122403,NCR JHS 03,3.21102E+14
7169,S B I  MORENA,854374,01-Nov-21,53437,NCR JHS 03,3.21102E+14
7170,S B I  MORENA,854375,02-Nov-21,113102,NCR JHS 03,3.21102E+14
7171,S B I  MORENA,854376,03-Nov-21,126497,NCR JHS 03,3.21102E+14
7172,S B I  MORENA,854377,05-Nov-21,84286,NCR JHS 03,3.21102E+14
7173,S B I  MORENA,854378,05-Nov-21,73375,NCR JHS 03,3.21102E+14
7174,S B I  MORENA,854380,08-Nov-21,141311,NCR JHS 03,3.21102E+14
7175,S B I  MORENA,854381,08-Nov-21,76665,NCR JHS 03,3.21102E+14
7176,S B I  MORENA,854382,09-Nov-21,188703,NCR JHS 03,3.21102E+14
7177,S B I  MORENA,854383,10-Nov-21,176877,NCR JHS 03,3.21102E+14
7178,S B I  MORENA,854384,11-Nov-21,214754,NCR JHS 03,3.21102E+14
7179,S B I  MORENA,854385,12-Nov-21,239796,NCR JHS 03,3.21102E+14
7180,S B I  MORENA,854386,15-Nov-21,220475,NCR JHS 03,3.21102E+14
7181,S B I  MORENA,854387,15-Nov-21,236656,NCR JHS 03,3.21102E+14
7182,S B I  MORENA,854388,15-Nov-21,51228,NCR JHS 03,3.21102E+14
7183,S B I  MORENA,854389,16-Nov-21,207553,NCR JHS 03,3.21102E+14
7184,S B I  MORENA,854390,17-Nov-21,192101,NCR JHS 03,3.21102E+14
7185,S B I  MORENA,854391,18-Nov-21,225545,NCR JHS 03,3.21102E+14
7186,S B I  MORENA,854392,20-Nov-21,174116,NCR JHS 03,3.21102E+14
7187,S B I  MORENA,854393,20-Nov-21,171768,NCR JHS 03,3.21102E+14
7188,S B I  MORENA,854394,22-Nov-21,178671,NCR JHS 03,3.21102E+14
7189,S B I  MORENA,854395,22-Nov-21,74385,NCR JHS 03,3.21102E+14
7190,S B I  MORENA,854396,23-Nov-21,212456,NCR JHS 03,3.21102E+14
7191,S B I  MORENA,854397,24-Nov-21,188038,NCR JHS 03,3.21102E+14
7192,S B I  MORENA,854398,25-Nov-21,210456,NCR JHS 03,3.21102E+14
7193,S B I  MORENA,854399,26-Nov-21,166522,NCR JHS 03,3.21102E+14
7194,S B I  MORENA,854400,29-Nov-21,232322,NCR JHS 03,3.21102E+14
7195,S B I GHATAMPUR,854469,29-May-21,18105,NCR JHS 03,3.21102E+14
7196,S B I GHATAMPUR,854470,30-May-21,28680,NCR JHS 03,3.21102E+14
7197,S B I GHATAMPUR,854475,05-Jun-21,26475,NCR JHS 03,3.21102E+14
7198,S B I GHATAMPUR,854476,07-Jun-21,22585,NCR JHS 03,3.21102E+14
7199,S B I GHATAMPUR,854482,11-Jun-21,42085,NCR JHS 03,3.21102E+14
7200,S B I GHATAMPUR,854490,18-Jun-21,42545,NCR JHS 03,3.21102E+14
7201,S B I GHATAMPUR,854492,21-Jun-21,53480,NCR JHS 03,3.21102E+14
7202,S B I GHATAMPUR,854493,21-Jun-21,68150,NCR JHS 03,3.21102E+14
7203,S B I GHATAMPUR,854494,22-Jun-21,32210,NCR JHS 03,3.21102E+14
7204,S B I GHATAMPUR,854495,23-Jun-21,53395,NCR JHS 03,3.21102E+14
7205,S B I GHATAMPUR,854496,24-Jun-21,70865,NCR JHS 03,3.21102E+14
7206,S B I GHATAMPUR,854497,25-Jun-21,36140,NCR JHS 03,3.21102E+14
7207,S B I MAUDAHA,854501,31-May-21,1572,NCR JHS 03,3.21102E+14
7208,S B I MAUDAHA,854502,31-May-21,19825,NCR JHS 03,3.21102E+14
7209,S B I MAUDAHA,854503,31-May-21,11205,NCR JHS 03,3.21102E+14
7210,S B I MAUDAHA,854504,01-Jun-21,20710,NCR JHS 03,3.21102E+14
7211,S B I MAUDAHA,854505,02-Jun-21,24150,NCR JHS 03,3.21102E+14
7212,S B I MAUDAHA,854506,03-Jun-21,14550,NCR JHS 03,3.21102E+14
7213,S B I MAUDAHA,854507,04-Jun-21,26680,NCR JHS 03,3.21102E+14
7214,S B I MAUDAHA,854508,05-Jun-21,23460,NCR JHS 03,3.21102E+14
7215,S B I MAUDAHA,854509,07-Jun-21,18140,NCR JHS 03,3.21102E+14
7216,S B I MAUDAHA,854510,07-Jun-21,33095,NCR JHS 03,3.21102E+14
7217,S B I MAUDAHA,854511,08-Jun-21,16635,NCR JHS 03,3.21102E+14
7218,S B I MAUDAHA,854512,09-Jun-21,26275,NCR JHS 03,3.21102E+14
7219,S B I MAUDAHA,854513,10-Jun-21,20445,NCR JHS 03,3.21102E+14
7220,S B I MAUDAHA,854514,14-Jun-21,24570,NCR JHS 03,3.21102E+14
7221,S B I MAUDAHA,854515,14-Jun-21,16010,NCR JHS 03,3.21102E+14
7222,S B I MAUDAHA,854516,14-Jun-21,35405,NCR JHS 03,3.21102E+14
7223,S B I MAUDAHA,854517,14-Jun-21,26875,NCR JHS 03,3.21102E+14
7224,S B I MAUDAHA,854518,15-Jun-21,33615,NCR JHS 03,3.21102E+14
7225,S B I MAUDAHA,854519,16-Jun-21,31525,NCR JHS 03,3.21102E+14
7226,S B I MAUDAHA,854520,17-Jun-21,31060,NCR JHS 03,3.21102E+14
7227,S B I MAUDAHA,854521,18-Jun-21,27915,NCR JHS 03,3.21102E+14
7228,S B I MAUDAHA,854522,19-Jun-21,26855,NCR JHS 03,3.21102E+14
7229,S B I MAUDAHA,854523,21-Jun-21,27405,NCR JHS 03,3.21102E+14
7230,S B I MAUDAHA,854524,21-Jun-21,33890,NCR JHS 03,3.21102E+14
7231,S B I MAUDAHA,854525,22-Jun-21,32910,NCR JHS 03,3.21102E+14
7232,S B I MAUDAHA,854526,23-Jun-21,50640,NCR JHS 03,3.21102E+14
7233,S B I MAUDAHA,854527,24-Jun-21,29415,NCR JHS 03,3.21102E+14
7234,S B I MAUDAHA,854528,28-Jun-21,36535,NCR JHS 03,3.21102E+14
7235,S B I MAUDAHA,854529,28-Jun-21,26450,NCR JHS 03,3.21102E+14
7236,S B I MAUDAHA,854530,28-Jun-21,37245,NCR JHS 03,3.21102E+14
7237,S B I MAUDAHA,854531,30-Jun-21,27200,NCR JHS 03,3.21102E+14
7238,S B I MAUDAHA,854533,30-Jun-21,49315,NCR JHS 03,3.21102E+14
7239,S B I GHATAMPUR,854534,01-Jul-21,38245,NCR JHS 03,3.21102E+14
7240,S B I GHATAMPUR,854535,02-Jul-21,36955,NCR JHS 03,3.21102E+14
7241,S B I MAUDAHA,854536,02-Jul-21,42780,NCR JHS 03,3.21102E+14
7242,S B I MAUDAHA,854537,03-Jul-21,29785,NCR JHS 03,3.21102E+14
7243,S B I MAUDAHA,854538,05-Jul-21,41610,NCR JHS 03,3.21102E+14
7244,S B I MAUDAHA,854539,06-Jul-21,46710,NCR JHS 03,3.21102E+14
7245,S B I MAUDAHA,854540,07-Jul-21,35310,NCR JHS 03,3.21102E+14
7246,S B I MAUDAHA,854541,08-Jul-21,25620,NCR JHS 03,3.21102E+14
7247,S B I MAUDAHA,854542,12-Jul-21,37040,NCR JHS 03,3.21102E+14
7248,S B I MAUDAHA,854543,12-Jul-21,35360,NCR JHS 03,3.21102E+14
7249,S B I MAUDAHA,854544,12-Jul-21,42960,NCR JHS 03,3.21102E+14
7250,S B I MAUDAHA,854545,12-Jul-21,36490,NCR JHS 03,3.21102E+14
7251,S B I MAUDAHA,854546,13-Jul-21,29320,NCR JHS 03,3.21102E+14
7252,S B I MAUDAHA,854547,14-Jul-21,64150,NCR JHS 03,3.21102E+14
7253,S B I MAUDAHA,854548,15-Jul-21,31295,NCR JHS 03,3.21102E+14
7254,S B I MAUDAHA,854549,16-Jul-21,43145,NCR JHS 03,3.21102E+14
7255,S B I MAUDAHA,854550,17-Jul-21,39145,NCR JHS 03,3.21102E+14
7256,SBI BIDHNU,854593,22-Jul-21,340,NCR JHS 03,3.21102E+14
7257,SBI BIDHNU,854596,26-Jul-21,3645,NCR JHS 03,3.21102E+14
7258,S B I GHATAMPUR,854652,29-Jun-21,54760,NCR JHS 03,3.21102E+14
7259,S B I GHATAMPUR,854663,12-Jul-21,39840,NCR JHS 03,3.21102E+14
7260,S B I GHATAMPUR,854664,12-Jul-21,36940,NCR JHS 03,3.21102E+14
7261,S B I GHATAMPUR,854665,12-Jul-21,41120,NCR JHS 03,3.21102E+14
7262,S B I GHATAMPUR,854671,16-Jul-21,42175,NCR JHS 03,3.21102E+14
7263,S B I GHATAMPUR,854672,17-Jul-21,31400,NCR JHS 03,3.21102E+14
7264,S B I GHATAMPUR,854673,19-Jul-21,15735,NCR JHS 03,3.21102E+14
7265,S B I GHATAMPUR,854674,19-Jul-21,17170,NCR JHS 03,3.21102E+14
7266,S B I GHATAMPUR,854675,20-Jul-21,37550,NCR JHS 03,3.21102E+14
7267,S B I GHATAMPUR,854676,22-Jul-21,24280,NCR JHS 03,3.21102E+14
