Sr.No.,Challan No.,Scroll Date,Scroll No.,Scroll Amt
11048,133887,13-Oct-21,131021,20570
11049,86624,13-Oct-21,131021,35965
11050,86625,13-Oct-21,131021,41700
11051,107501,13-Oct-21,131021,30620
11052,107502,13-Oct-21,131021,41180
11053,23605,13-Oct-21,131021,890
11054,23616,13-Oct-21,131021,1205
11055,390,13-Oct-21,131021,390
11056,69441,13-Oct-21,131021,8375
11057,69439,13-Oct-21,131021,21995
11058,69440,13-Oct-21,131021,12550
11059,5000083,22-Oct-21,221021,24815
11060,5000084,22-Oct-21,221021,6565
11061,178850,22-Oct-21,221021,82373
11062,133730,22-Oct-21,221021,1265
11063,8630,22-Oct-21,221021,105075
11064,8629,22-Oct-21,221021,131144
11065,8667,22-Oct-21,221021,6485
11066,8690,22-Oct-21,221021,4575
11067,38480,22-Oct-21,221021,4365
11068,20030,22-Oct-21,221021,369255
11069,81836,22-Oct-21,221021,3560
11070,42910,22-Oct-21,221021,225
11071,238815,22-Oct-21,221021,73950
11072,523,07-Oct-21,71021,27710
11073,65497,07-Oct-21,71021,91223
11074,A853132,07-Oct-21,71021,40
11075,84716,07-Oct-21,71021,60
11076,126250,07-Oct-21,71021,29860
11077,96800,07-Oct-21,71021,143772
11078,135006,07-Oct-21,71021,990385
11079,6517003,07-Oct-21,71021,135
11080,A000864,07-Oct-21,71021,605
11081,865,07-Oct-21,71021,330
11082,976963,07-Oct-21,71021,210
11083,976964,07-Oct-21,71021,940
11084,976962,07-Oct-21,71021,885
11085,97852,07-Oct-21,71021,562
11086,97851,07-Oct-21,71021,101
11087,765,27-Oct-21,271021,765
11088,540,27-Oct-21,271021,540
11089,600,27-Oct-21,271021,600
11090,437072,27-Oct-21,271021,1530
11091,8555581,27-Oct-21,271021,985
11092,A509884,27-Oct-21,271021,4155
11093,6873,27-Oct-21,271021,11490
11094,6872,27-Oct-21,271021,1300
11095,6871,27-Oct-21,271021,2180
11096,6672,27-Oct-21,271021,3370
11097,6673,27-Oct-21,271021,3235
11098,3374,27-Oct-21,271021,2385
11099,1987961,27-Oct-21,271021,18935
11100,11675,27-Oct-21,271021,11675
11101,67236,27-Oct-21,271021,2001
11102,1987962,27-Oct-21,271021,430
11103,1215,27-Oct-21,271021,1215
11104,1987958,27-Oct-21,271021,215
11105,A1987958,27-Oct-21,271021,285
11106,A135019,27-Oct-21,271021,3142138
11107,108786,24-Nov-21,241121,3978
11108,108771,24-Nov-21,241121,8120
11109,A369348,24-Nov-21,241121,125493
11110,6262,24-Nov-21,241121,117230
11111,6263,24-Nov-21,241121,113030
11112,540,24-Nov-21,241121,540
11113,87388,24-Nov-21,241121,2937999
11114,7114701,24-Nov-21,241121,90
11115,7114602,24-Nov-21,241121,900
11116,49887,24-Nov-21,241121,3685
11117,42979,24-Nov-21,241121,2720
11118,169794,24-Nov-21,241121,3065
11119,17785,24-Nov-21,241121,2630
11120,17784,24-Nov-21,241121,2200
11121,6353,24-Nov-21,241121,145
11122,275,15-Nov-21,151121,275
11123,93719,15-Nov-21,151121,3192
11124,113,15-Nov-21,151121,3050
11125,108779,15-Nov-21,151121,1921
11126,108900,15-Nov-21,151121,57093
11127,108764,15-Nov-21,151121,3150
11128,6252,15-Nov-21,151121,151775
11129,87381,15-Nov-21,151121,1774976
11130,7114694,15-Nov-21,151121,375
11131,2902,15-Nov-21,151121,39635
11132,76749,15-Nov-21,151121,545
11133,76719,15-Nov-21,151121,605
11134,2852,15-Nov-21,151121,6025
11135,937374,15-Nov-21,151121,1332
11136,46235,15-Nov-21,151121,630
11137,33304,15-Nov-21,151121,40
11138,33305,15-Nov-21,151121,315
11139,33306,15-Nov-21,151121,46
11140,53558,15-Nov-21,151121,760
11141,53559,15-Nov-21,151121,2795
11142,53562,15-Nov-21,151121,30
11143,53561,15-Nov-21,151121,250
11144,53563,15-Nov-21,151121,1300
11145,53560,15-Nov-21,151121,215
11146,53564,15-Nov-21,151121,1170
11147,33308,15-Nov-21,151121,590
11148,33307,15-Nov-21,151121,470
11149,81429,15-Nov-21,151121,1705
11150,81428,15-Nov-21,151121,2055
11151,83304,15-Nov-21,151121,1500
11152,83305,15-Nov-21,151121,1330
11153,256820,17-Nov-21,171121,37800
11154,256282,17-Nov-21,171121,249593
11155,257796,17-Nov-21,171121,301266
11156,257108,17-Nov-21,171121,207624
11157,A308802,17-Nov-21,171121,964215
11158,51228,17-Nov-21,171121,51228
11159,236656,17-Nov-21,171121,236656
11160,49298,17-Nov-21,171121,49298
11161,220475,17-Nov-21,171121,220475
11162,8585,17-Nov-21,171121,8585
11163,5795,17-Nov-21,171121,5795
11164,46243,26-Nov-21,261121,1005
11165,53584,26-Nov-21,261121,2490
11166,169796,26-Nov-21,261121,1710
11167,17787,26-Nov-21,261121,1605
11168,6356,26-Nov-21,261121,170
11169,50866,26-Nov-21,261121,1120
11170,50947,26-Nov-21,261121,3050
11171,591002,26-Nov-21,261121,1120
11172,57892,26-Nov-21,261121,30
11173,40779,26-Nov-21,261121,1205
11174,40853,26-Nov-21,261121,40261
11175,1545,26-Nov-21,261121,1545
11176,655,26-Nov-21,261121,655
11177,62797,26-Nov-21,261121,625
11178,89319,26-Nov-21,261121,3705
11179,89341,26-Nov-21,261121,48245
11180,95852,26-Nov-21,261121,1375
11181,95925,26-Nov-21,261121,5570
11182,21070,26-Nov-21,261121,21070
11183,525,26-Nov-21,261121,525
11184,A525,26-Nov-21,261121,525
11185,A001206,16-Nov-21,161121,1
11186,108765,16-Nov-21,161121,3555
11187,108780,16-Nov-21,161121,1281
11188,6253,16-Nov-21,161121,101182
11189,87382,16-Nov-21,161121,1627256
11190,A7114695,16-Nov-21,161121,150
11191,53576,16-Nov-21,161121,1570
11192,46236,16-Nov-21,161121,810
11193,81430,16-Nov-21,161121,2131
11194,83306,16-Nov-21,161121,1100
11195,20875,16-Nov-21,161121,1025
11196,40620,16-Nov-21,161121,30
11197,50935,16-Nov-21,161121,2175
11198,A50857,16-Nov-21,161121,2075
11199,57884,16-Nov-21,161121,415
11200,135083,16-Nov-21,161121,9831
11201,135096,16-Nov-21,161121,590
11202,865,16-Nov-21,161121,865
11203,985,16-Nov-21,161121,985
11204,980,16-Nov-21,161121,980
11205,89307,16-Nov-21,161121,2191
11206,89331,16-Nov-21,161121,59280
11207,8610,07-Dec-21,71221,100
11208,135497,07-Dec-21,71221,960
11209,17947,07-Dec-21,71221,40
11210,98850,07-Dec-21,71221,114216
11211,357,07-Dec-21,71221,222935
11212,131267,07-Dec-21,71221,135365
11213,591018,16-Dec-21,161221,335
11214,591017,16-Dec-21,161221,150
11215,591016,16-Dec-21,161221,955
11216,591019,16-Dec-21,161221,395
11217,40981,16-Dec-21,161221,510
11218,40794,16-Dec-21,161221,540
11219,40868,16-Dec-21,161221,16925
11220,1440,16-Dec-21,161221,1440
11221,1185,16-Dec-21,161221,1185
11222,1095,16-Dec-21,161221,1095
11223,945,16-Dec-21,161221,945
11224,6227,16-Dec-21,161221,600
11225,41651,16-Dec-21,161221,4191
11226,41603,16-Dec-21,161221,35670
11227,56971,16-Dec-21,161221,930
11228,95872,16-Dec-21,161221,14615
11229,185,16-Dec-21,161221,185
11230,680,16-Dec-21,161221,680
11231,21390,16-Dec-21,161221,21390
11232,135236,20-Dec-21,201221,141820
11233,8618,20-Dec-21,201221,490
11234,78980,20-Dec-21,201221,2230
11235,78930,20-Dec-21,201221,2210
11236,92399,14-Dec-21,141221,65096
11237,1545,14-Dec-21,141221,1545
11238,1772,14-Dec-21,141221,3735
11239,108798,14-Dec-21,141221,1386
11240,130984,14-Dec-21,141221,95935
11241,3879,14-Dec-21,141221,1774525
11242,222426,21-Dec-21,211221,10095
11243,8619,21-Dec-21,211221,2940
11244,A78931,21-Dec-21,211221,5585
11245,78982,21-Dec-21,211221,5520
11246,135239,21-Dec-21,211221,126400
11247,135238,21-Dec-21,211221,160606
11248,135237,21-Dec-21,211221,113249
11249,6178,21-Dec-21,211221,4860
11250,8038,21-Dec-21,211221,4525
11251,1750,21-Dec-21,211221,385
11252,6203,21-Dec-21,211221,751685
11253,135080,21-Dec-21,211221,332091
11254,135672,21-Dec-21,211221,305093
11255,136130,21-Dec-21,211221,271413
11256,658833,21-Dec-21,211221,83385
11257,26585,03-Nov-21,31121,26585
11258,84730,03-Nov-21,31121,1815
11259,A561469,03-Nov-21,31121,4415
11260,126149,03-Nov-21,31121,1906
11261,108894,03-Nov-21,31121,96767
11262,108759,03-Nov-21,31121,2720
11263,96919,03-Nov-21,31121,92787
11264,96918,03-Nov-21,31121,114747
11265,135025,03-Nov-21,31121,2748853
11266,420152,03-Nov-21,31121,1075
11267,421411,03-Nov-21,31121,2055
11268,7114687,03-Nov-21,31121,265
11269,76671,03-Nov-21,31121,7790
11270,76713,03-Nov-21,31121,430
11271,76743,03-Nov-21,31121,570
11272,76696,03-Nov-21,31121,16490
11273,41601,15-Dec-21,151221,30645
11274,89287,15-Dec-21,151221,37990
11275,5410,15-Dec-21,151221,5410
11276,7285,15-Dec-21,151221,7285
11277,4825,15-Dec-21,151221,4825
11278,6825,15-Dec-21,151221,6825
11279,4410,15-Dec-21,151221,4410
11280,89286,15-Dec-21,151221,32375
11281,89300,15-Dec-21,151221,3675
11282,89298,15-Dec-21,151221,4260
11283,89299,15-Dec-21,151221,3050
11284,7179,15-Dec-21,151221,10975
11285,7178,15-Dec-21,151221,14615
11286,7180,15-Dec-21,151221,11855
11287,56968,15-Dec-21,151221,340
11288,56969,15-Dec-21,151221,240
11289,56970,15-Dec-21,151221,330
11290,95871,15-Dec-21,151221,2110
11291,95870,15-Dec-21,151221,1585
11292,95869,15-Dec-21,151221,1885
11293,A120,15-Dec-21,151221,120
11294,170,15-Dec-21,151221,170
11295,190,15-Dec-21,151221,190
11296,175,15-Dec-21,151221,175
11297,A480,15-Dec-21,151221,480
11298,A300,15-Dec-21,151221,300
11299,960,15-Dec-21,151221,960
11300,19561,15-Dec-21,151221,19561
11301,23485,15-Dec-21,151221,23485
11302,99385,15-Dec-21,151221,1060
11303,99384,15-Dec-21,151221,1165
11304,99403,15-Dec-21,151221,150
11305,99404,15-Dec-21,151221,45
11306,23549,30-Oct-21,301021,750000
11307,44577,30-Oct-21,301021,1305
11308,88451,30-Oct-21,301021,54316
11309,133899,30-Oct-21,301021,12110
11310,107519,30-Oct-21,301021,35135
11311,62051,30-Oct-21,301021,895
11312,62082,30-Oct-21,301021,885
11313,105,30-Oct-21,301021,105
11314,97708,30-Oct-21,301021,15350
11315,97631,30-Oct-21,301021,10118
11316,97696,13-Oct-21,131021,53957
11317,97746,13-Oct-21,131021,29884
11318,5770,13-Oct-21,131021,5770
11319,55599,13-Oct-21,131021,25870
11320,60433,13-Oct-21,131021,8330
11321,92542,13-Oct-21,131021,9003
11322,92456,13-Oct-21,131021,13735
11323,92455,13-Oct-21,131021,213197
11324,40600,22-Oct-21,221021,895
11325,166670,22-Oct-21,221021,166670
11326,173778,22-Oct-21,221021,173778
11327,A1520,22-Oct-21,221021,1520
11328,3665981,22-Oct-21,221021,59179
11329,438462,22-Oct-21,221021,1546
11330,1017,22-Oct-21,221021,13055
11331,1018,22-Oct-21,221021,28700
11332,3542721,22-Oct-21,221021,30225
11333,3542722,22-Oct-21,221021,18510
11334,3542720,22-Oct-21,221021,51770
11335,3542723,22-Oct-21,221021,51710
11336,32215,07-Oct-21,71021,220
11337,32216,07-Oct-21,71021,125
11338,32218,07-Oct-21,71021,395
11339,322117,07-Oct-21,71021,605
11340,40372,07-Oct-21,71021,355
11341,40371,07-Oct-21,71021,1560
11342,135057,07-Oct-21,71021,335
11343,993760,07-Oct-21,71021,90
11344,55521,07-Oct-21,71021,3348
11345,55593,07-Oct-21,71021,25660
11346,55594,07-Oct-21,71021,27070
11347,39748,07-Oct-21,71021,915
11348,A134477,07-Oct-21,71021,860
11349,11590,07-Oct-21,71021,11590
11350,17803,20-Oct-21,201021,5
11351,6517012,20-Oct-21,201021,45
11352,8644,09-Nov-21,91121,98246
11353,135476,09-Nov-21,91121,1885
11354,17927,09-Nov-21,91121,50
11355,256863,09-Nov-21,91121,146765
11356,696990,09-Nov-21,91121,43216
11357,126497,09-Nov-21,91121,126497
11358,1010,09-Nov-21,91121,1010
11359,6354,24-Nov-21,241121,90
11360,50863,24-Nov-21,241121,1635
11361,50864,24-Nov-21,241121,1430
11362,50944,24-Nov-21,241121,3155
11363,50945,24-Nov-21,241121,3005
11364,57890,24-Nov-21,241121,420
11365,40777,24-Nov-21,241121,1685
11366,135089,24-Nov-21,241121,29890
11367,89316,24-Nov-21,241121,3135
11368,89315,24-Nov-21,241121,3250
11369,89317,24-Nov-21,241121,6915
11370,89340,24-Nov-21,241121,37725
11371,63398,24-Nov-21,241121,8930
11372,95923,24-Nov-21,241121,16055
11373,95922,24-Nov-21,241121,4925
11374,520,24-Nov-21,241121,520
11375,375,24-Nov-21,241121,375
11376,240,24-Nov-21,241121,240
11377,23315,24-Nov-21,241121,23315
11378,1555,24-Nov-21,241121,1555
11379,A705,24-Nov-21,241121,705
11380,656604,24-Nov-21,241121,1355
11381,656603,24-Nov-21,241121,1460
11382,307572,24-Nov-21,241121,1523678
11383,2132032201,24-Nov-21,241121,2965498
11384,2132032196,24-Nov-21,241121,5000
11385,20874,15-Nov-21,151121,2230
11386,98000,15-Nov-21,151121,30
11387,50933,15-Nov-21,151121,3045
11388,50853,15-Nov-21,151121,2205
11389,50934,15-Nov-21,151121,3970
11390,57883,15-Nov-21,151121,650
11391,135095,15-Nov-21,151121,745
11392,135082,15-Nov-21,151121,23110
11393,89306,15-Nov-21,151121,3366
11394,89326,15-Nov-21,151121,41870
11395,56838,15-Nov-21,151121,450
11396,95912,15-Nov-21,151121,7130
11397,575,15-Nov-21,151121,575
11398,21355,15-Nov-21,151121,21355
11399,1580,15-Nov-21,151121,1580
11400,IKD2094823,15-Nov-21,151121,1132113
11401,A112823,17-Nov-21,171121,81577
11402,541297,17-Nov-21,171121,24795
11403,541276,17-Nov-21,171121,15130
11404,541275,17-Nov-21,171121,14015
11405,541295,17-Nov-21,171121,20160
11406,541274,17-Nov-21,171121,17645
11407,541294,17-Nov-21,171121,51390
11408,541296,17-Nov-21,171121,66750
11409,484312,17-Nov-21,171121,152928
11410,93937,17-Nov-21,171121,52466
11411,93936,17-Nov-21,171121,62904
11412,135491,30-Nov-21,301121,1730
11413,17943,30-Nov-21,301121,1990
11414,8604,30-Nov-21,301121,475
11415,98842,30-Nov-21,301121,145709
11416,66431,30-Nov-21,301121,955
11417,55960,16-Nov-21,161121,440
11418,43708,16-Nov-21,161121,1410
11419,95913,16-Nov-21,161121,4745
11420,435,16-Nov-21,161121,435
11421,6935,16-Nov-21,161121,6935
11422,20635,16-Nov-21,161121,20635
11423,17936,22-Nov-21,221121,1555
11424,135485,22-Nov-21,221121,645
11425,133748,22-Nov-21,221121,1710
11426,98834,22-Nov-21,221121,127274
11427,8010,22-Nov-21,221121,2175
11428,605055,22-Nov-21,221121,56195
11429,A855658,22-Nov-21,221121,18065
11430,44629,07-Dec-21,71221,2900
11431,23589,07-Dec-21,71221,83818
11432,69246,07-Dec-21,71221,35725
11433,20337,07-Dec-21,71221,1215
11434,20194,07-Dec-21,71221,40
11435,133057,07-Dec-21,71221,55170
11436,54434,07-Dec-21,71221,21226
11437,54406,07-Dec-21,71221,10181
11438,92394,07-Dec-21,71221,77270
11439,135541,20-Dec-21,201221,13230
11440,142529,20-Dec-21,201221,375
11441,135996,20-Dec-21,201221,312453
11442,739,20-Dec-21,201221,203334
11443,331388,20-Dec-21,201221,25750
11444,855,20-Dec-21,201221,855
11445,4914,20-Dec-21,201221,2000
11446,17591,20-Dec-21,201221,4415
11447,44637,20-Dec-21,201221,2850
11448,9401,14-Dec-21,141221,245
11449,99382,14-Dec-21,141221,830
11450,99381,14-Dec-21,141221,1565
11451,33325,14-Dec-21,141221,100
11452,99383,14-Dec-21,141221,1475
11453,99402,14-Dec-21,141221,770
11454,17800,14-Dec-21,141221,1155
11455,6368,14-Dec-21,141221,60
11456,50880,14-Dec-21,141221,1395
11457,50910,14-Dec-21,141221,1135
11458,591015,14-Dec-21,141221,185
11459,40792,14-Dec-21,141221,355
11460,40866,14-Dec-21,141221,23270
11461,745,14-Dec-21,141221,745
11462,720,14-Dec-21,141221,720
11463,89297,14-Dec-21,141221,3296
11464,89285,14-Dec-21,141221,37120
11465,95868,14-Dec-21,141221,630
11466,320,14-Dec-21,141221,320
11467,5905,14-Dec-21,141221,5905
11468,15895,14-Dec-21,141221,15895
11469,165664,21-Dec-21,211221,165664
11470,3445,21-Dec-21,211221,3445
11471,14735,21-Dec-21,211221,5800
11472,14736,21-Dec-21,211221,2911
11473,14737,21-Dec-21,211221,3875
11474,73401,21-Dec-21,211221,8595
11475,73402,21-Dec-21,211221,13095
11476,73400,21-Dec-21,211221,18390
11477,93538,21-Dec-21,211221,11080
11478,93539,21-Dec-21,211221,5353
11479,93537,21-Dec-21,211221,44130
11480,20868,03-Nov-21,31121,575
11481,20867,03-Nov-21,31121,1615
11482,97990,03-Nov-21,31121,90
11483,32245,03-Nov-21,31121,1310
11484,32244,03-Nov-21,31121,390
11485,50927,03-Nov-21,31121,2910
11486,50928,03-Nov-21,31121,635
11487,57877,03-Nov-21,31121,480
11488,135075,03-Nov-21,31121,630
11489,135076,03-Nov-21,31121,12746
11490,55545,03-Nov-21,31121,5866
11491,5567,03-Nov-21,31121,33665
11492,5541,03-Nov-21,31121,7835
11493,310,03-Nov-21,31121,310
11494,215,03-Nov-21,31121,215
11495,6865,03-Nov-21,31121,6865
11496,1295,03-Nov-21,31121,1295
11497,255,03-Nov-21,31121,255
11498,445,03-Nov-21,31121,445
11499,130987,15-Dec-21,151221,91795
11500,130986,15-Dec-21,151221,83890
11501,130985,15-Dec-21,151221,125791
11502,2889,15-Dec-21,151221,3360
11503,2925,15-Dec-21,151221,68120
11504,2874,15-Dec-21,151221,13700
11505,1697,15-Dec-21,151221,1890
11506,46361,15-Dec-21,151221,2460
11507,53592,15-Dec-21,151221,930
11508,990,30-Oct-21,301021,990
11509,60449,30-Oct-21,301021,7476
11510,24143,30-Oct-21,301021,41595
11511,92468,30-Oct-21,301021,47185
11512,705,30-Oct-21,301021,705
11513,93705,30-Oct-21,301021,2899
11514,799,30-Oct-21,301021,1865
11515,126146,30-Oct-21,301021,755
11516,108756,30-Oct-21,301021,3285
11517,108891,30-Oct-21,301021,36956
11518,96915,30-Oct-21,301021,83810
11519,135022,30-Oct-21,301021,1211087
11520,87132,30-Oct-21,301021,50
11521,34800,13-Oct-21,131021,34800
11522,126135,13-Oct-21,131021,1661
11523,108869,13-Oct-21,131021,3675
11524,108880,13-Oct-21,131021,126322
11525,98646,22-Oct-21,221021,18180
11526,133893,22-Oct-21,221021,13986
11527,81871,22-Oct-21,221021,60
11528,107510,22-Oct-21,221021,47745
11529,107511,22-Oct-21,221021,40435
11530,23611,22-Oct-21,221021,980
11531,62076,22-Oct-21,221021,810
11532,23622,22-Oct-21,221021,785
11533,23623,22-Oct-21,221021,5490
11534,97702,22-Oct-21,221021,35443
11535,97701,22-Oct-21,221021,21085
11536,651013,20-Oct-21,201021,90
11537,97978,20-Oct-21,201021,90
11538,55532,20-Oct-21,201021,186
11539,220,20-Oct-21,201021,220
11540,97979,20-Oct-21,201021,240
11541,1691,20-Oct-21,201021,295
11542,43753,20-Oct-21,201021,325
11543,40593,20-Oct-21,201021,330
11544,360,20-Oct-21,201021,360
11545,591247,20-Oct-21,201021,405
11546,20852,20-Oct-21,201021,495
11547,937558,20-Oct-21,201021,540
11548,44582,09-Nov-21,91121,2990
11549,88457,09-Nov-21,91121,48245
11550,86526,09-Nov-21,91121,24263
11551,62058,09-Nov-21,91121,630
11552,62086,09-Nov-21,91121,420
11553,436264,09-Nov-21,91121,6649
11554,20309,09-Nov-21,91121,450
11555,69464,09-Nov-21,91121,12495
11556,97713,09-Nov-21,91121,13280
11557,97636,09-Nov-21,91121,8596
11558,25156,09-Nov-21,91121,31395
11559,55589,09-Nov-21,91121,3460
11560,92473,09-Nov-21,91121,41565
11561,1455,09-Nov-21,91121,1455
11562,1178850,23-Nov-21,231121,9445
11563,135486,23-Nov-21,231121,2570
11564,17938,23-Nov-21,231121,3245
11565,133749,23-Nov-21,231121,3500
11566,98835,23-Nov-21,231121,126988
11567,98836,23-Nov-21,231121,172568
11568,16434,23-Nov-21,231121,23815
11569,577494,23-Nov-21,231121,100935
11570,86536,17-Nov-21,171121,40215
11571,86537,17-Nov-21,171121,61920
11572,86533,17-Nov-21,171121,44440
11573,86539,17-Nov-21,171121,36860
11574,62066,17-Nov-21,171121,950
11575,69475,17-Nov-21,171121,74915
11576,69227,17-Nov-21,171121,16300
11577,69226,17-Nov-21,171121,55205
11578,20176,17-Nov-21,171121,800
11579,20318,17-Nov-21,171121,1076
11580,97719,17-Nov-21,171121,63174
11581,97642,17-Nov-21,171121,36615
11582,108569,17-Nov-21,171121,111765
11583,817609,17-Nov-21,171121,4141
11584,A156751,30-Nov-21,301121,102
11585,865167,30-Nov-21,301121,73145
11586,166522,30-Nov-21,301121,166522
11587,3300,30-Nov-21,301121,3300
11588,5350,30-Nov-21,301121,5350
11589,3618578,30-Nov-21,301121,900
11590,44597,30-Nov-21,301121,2275
11591,A40541,30-Nov-21,301121,647650
11592,5752,30-Nov-21,301121,2430
11593,5751,30-Nov-21,301121,1340
11594,62074,30-Nov-21,301121,880
11595,A1710,22-Nov-21,221121,1710
11596,60750,22-Nov-21,221121,98385
11597,40533,22-Nov-21,221121,702529
11598,86542,22-Nov-21,221121,39235
11599,97722,22-Nov-21,221121,21467
11600,97645,22-Nov-21,221121,9027
11601,1510,07-Dec-21,71221,1510
11602,1766,07-Dec-21,71221,4915
11603,84749,07-Dec-21,71221,105
11604,130978,07-Dec-21,71221,96956
11605,87399,07-Dec-21,71221,2145751
11606,2919,07-Dec-21,71221,12645
11607,2869,07-Dec-21,71221,3645
11608,1691,07-Dec-21,71221,295
11609,33324,07-Dec-21,71221,285
11610,99380,07-Dec-21,71221,1345
11611,54414,20-Dec-21,201221,11461
11612,54442,20-Dec-21,201221,24660
11613,96463,20-Dec-21,201221,56435
11614,49630,20-Dec-21,201221,49630
11615,4835,20-Dec-21,201221,4835
11616,4695,20-Dec-21,201221,4695
11617,1800,20-Dec-21,201221,1800
11618,1777,20-Dec-21,201221,3555
11619,A637616,20-Dec-21,201221,90
11620,A489761,21-Dec-21,211221,40405
11621,A489685,21-Dec-21,211221,51900
11622,44638,21-Dec-21,211221,5955
11623,79605,21-Dec-21,211221,79605
11624,1160,21-Dec-21,211221,1160
11625,40262728,21-Dec-21,211221,93925
11626,134747,21-Dec-21,211221,465
11627,135488,25-Nov-21,251121,1545
11628,17940,25-Nov-21,251121,2680
11629,8601,25-Nov-21,251121,510
11630,98839,25-Nov-21,251121,115883
11631,57927,25-Nov-21,251121,1020
11632,57953,25-Nov-21,251121,120
11633,40955,25-Nov-21,251121,40955
11634,2600,25-Nov-21,251121,2600
11635,50882,15-Dec-21,151221,2020
11636,50883,15-Dec-21,151221,1690
11637,50881,15-Dec-21,151221,2020
11638,50912,15-Dec-21,151221,2415
11639,50911,15-Dec-21,151221,2775
11640,50913,15-Dec-21,151221,2480
11641,40793,15-Dec-21,151221,1995
11642,40980,15-Dec-21,151221,1350
11643,40867,15-Dec-21,151221,48756
11644,A568962,15-Dec-21,151221,8
11645,A557766,15-Dec-21,151221,2355
11646,108799,15-Dec-21,151221,4927
11647,76693,30-Oct-21,301021,6290
11648,76710,30-Oct-21,301021,240
11649,76740,30-Oct-21,301021,505
11650,76668,30-Oct-21,301021,4835
11651,937363,30-Oct-21,301021,980
11652,937315,30-Oct-21,301021,3410
11653,64214,30-Oct-21,301021,855
11654,76983,30-Oct-21,301021,625
11655,97843,30-Oct-21,301021,1220
11656,97868,30-Oct-21,301021,1891
11657,97869,30-Oct-21,301021,2817
11658,97844,30-Oct-21,301021,910
11659,20864,30-Oct-21,301021,1445
11660,32241,30-Oct-21,301021,1770
11661,993774,30-Oct-21,301021,485
11662,135072,30-Oct-21,301021,350
11663,55562,30-Oct-21,301021,38580
11664,55567,30-Oct-21,301021,22375
11665,937571,30-Oct-21,301021,960
11666,95902,30-Oct-21,301021,2500
11667,8035,30-Oct-21,301021,8035
11668,4810,30-Oct-21,301021,4810
11669,375,30-Oct-21,301021,375
11670,97571,13-Oct-21,131021,89876
11671,93805,13-Oct-21,131021,93805
11672,943895,13-Oct-21,131021,680
11673,135010,13-Oct-21,131021,2962723
11674,6517009,13-Oct-21,131021,130
11675,6517008,13-Oct-21,131021,120
11676,76729,13-Oct-21,131021,1875
11677,76681,13-Oct-21,131021,17500
11678,3224,13-Oct-21,131021,1430
11679,76657,13-Oct-21,131021,16510
11680,97856,13-Oct-21,131021,2610
11681,60438,22-Oct-21,221021,6035
11682,60439,22-Oct-21,221021,5310
11683,24135,22-Oct-21,221021,67245
11684,24136,22-Oct-21,221021,67370
11685,92463,22-Oct-21,221021,88725
11686,537579,22-Oct-21,221021,765
11687,A857433,22-Oct-21,221021,37190
11688,84723,22-Oct-21,221021,230
11689,20851,20-Oct-21,201021,595
11690,97835,20-Oct-21,201021,610
11691,665,20-Oct-21,201021,665
11692,A690,20-Oct-21,201021,690
11693,23610,20-Oct-21,201021,740
11694,993767,20-Oct-21,201021,740
11695,A760,20-Oct-21,201021,760
11696,780,20-Oct-21,201021,780
11697,980,20-Oct-21,201021,980
11698,97834,20-Oct-21,201021,1125
11699,97833,20-Oct-21,201021,1135
11700,1150,20-Oct-21,201021,1150
11701,23620,20-Oct-21,201021,1160
11702,23609,20-Oct-21,201021,1170
11703,76702,20-Oct-21,201021,1225
11704,1350,20-Oct-21,201021,1350
11705,97860,20-Oct-21,201021,1410
11706,6863,20-Oct-21,201021,1515
11707,1680,20-Oct-21,201021,1680
11708,6864,20-Oct-21,201021,1780
11709,421409,20-Oct-21,201021,1795
11710,84731,09-Nov-21,91121,1490
11711,93711,09-Nov-21,91121,2570
11712,93748,09-Nov-21,91121,820
11713,93747,09-Nov-21,91121,30
11714,108896,09-Nov-21,91121,55273
11715,96921,09-Nov-21,91121,55975
11716,87377,09-Nov-21,91121,1356576
11717,7114689,09-Nov-21,91121,340
11718,937368,09-Nov-21,91121,560
11719,46229,09-Nov-21,91121,1500
11720,976986,09-Nov-21,91121,2895
11721,976421,09-Nov-21,91121,410
11722,976422,09-Nov-21,91121,110
11723,97992,09-Nov-21,91121,195
11724,32246,09-Nov-21,91121,1195
11725,32247,09-Nov-21,91121,1120
11726,135091,09-Nov-21,91121,260
11727,135078,09-Nov-21,91121,5245
11728,57879,09-Nov-21,91121,30
11729,135077,09-Nov-21,91121,14940
11730,174116,23-Nov-21,231121,174116
11731,171768,23-Nov-21,231121,171768
11732,405,23-Nov-21,231121,80395
11733,133747,20-Nov-21,201121,630
11734,98833,20-Nov-21,201121,144870
11735,135484,20-Nov-21,201121,2105
11736,17935,20-Nov-21,201121,2255
11737,A006102,20-Nov-21,201121,90405
11738,33375,20-Nov-21,201121,50
11739,7045,20-Nov-21,201121,292290
11740,295957,20-Nov-21,201121,41190
11741,1870,20-Nov-21,201121,1870
11742,73371,20-Nov-21,201121,15550
11743,12082,20-Nov-21,201121,6385
11744,46275,17-Nov-21,171121,46275
11745,40850,17-Nov-21,171121,40850
11746,6350,17-Nov-21,171121,6350
11747,5290,17-Nov-21,171121,5290
11748,4705,17-Nov-21,171121,4705
11749,9346403,17-Nov-21,171121,2080
11750,A9346403,17-Nov-21,171121,3230
11751,B9346403,17-Nov-21,171121,2260
11752,92381,17-Nov-21,171121,238075
11753,13115,17-Nov-21,171121,13115
11754,A730901,30-Nov-21,301121,179630
